,query,link,lang,country,termid
3,Sequía,https://www.google.com/search?hl=es&gl=ES&q=Sequ%C3%ADa+serie+Netflix&sa=X&ved=2ahUKEwjFltq5_dn3AhXlhOAKHTx8CXcQ1QJ6BAgpEAE,es,ES,71
4,Sequía,https://www.google.com/search?hl=es&gl=ES&q=Sequ%C3%ADa+serie+estreno&sa=X&ved=2ahUKEwjFltq5_dn3AhXlhOAKHTx8CXcQ1QJ6BAgoEAE,es,ES,71
5,Sequía,https://www.google.com/search?hl=es&gl=ES&q=RTVE+Sequ%C3%ADa&sa=X&ved=2ahUKEwjFltq5_dn3AhXlhOAKHTx8CXcQ1QJ6BAgnEAE,es,ES,71
6,Sequía,https://www.google.com/search?hl=es&gl=ES&q=Sequ%C3%ADa+reparto&sa=X&ved=2ahUKEwjFltq5_dn3AhXlhOAKHTx8CXcQ1QJ6BAgmEAE,es,ES,71
7,Sequía,https://www.google.com/search?hl=es&gl=ES&q=Sequ%C3%ADa+Filmaffinity&sa=X&ved=2ahUKEwjFltq5_dn3AhXlhOAKHTx8CXcQ1QJ6BAgkEAE,es,ES,71
0,Malnutrition,https://www.google.com/search?hl=fr&gl=FR&q=Malnutrition+sympt%C3%B4mes&sa=X&ved=2ahUKEwjF0KC9_dn3AhVwkeAKHbg4BxQQ1QJ6BAg2EAE,fr,FR,53
1,Malnutrition,https://www.google.com/search?hl=fr&gl=FR&q=Malnutrition+d%C3%A9finition&sa=X&ved=2ahUKEwjF0KC9_dn3AhVwkeAKHbg4BxQQ1QJ6BAg1EAE,fr,FR,53
2,Malnutrition,https://www.google.com/search?hl=fr&gl=FR&q=Malnutrition+dans+le+monde&sa=X&ved=2ahUKEwjF0KC9_dn3AhVwkeAKHbg4BxQQ1QJ6BAg0EAE,fr,FR,53
3,Malnutrition,https://www.google.com/search?hl=fr&gl=FR&q=Types+de+malnutrition&sa=X&ved=2ahUKEwjF0KC9_dn3AhVwkeAKHbg4BxQQ1QJ6BAgzEAE,fr,FR,53
4,Malnutrition,https://www.google.com/search?hl=fr&gl=FR&q=D%C3%A9finition+malnutrition+OMS&sa=X&ved=2ahUKEwjF0KC9_dn3AhVwkeAKHbg4BxQQ1QJ6BAgxEAE,fr,FR,53
5,Malnutrition,https://www.google.com/search?hl=fr&gl=FR&q=Malnutrition+cons%C3%A9quences&sa=X&ved=2ahUKEwjF0KC9_dn3AhVwkeAKHbg4BxQQ1QJ6BAgwEAE,fr,FR,53
6,Malnutrition,https://www.google.com/search?hl=fr&gl=FR&q=Malnutrition+pdf&sa=X&ved=2ahUKEwjF0KC9_dn3AhVwkeAKHbg4BxQQ1QJ6BAgsEAE,fr,FR,53
7,Malnutrition,"https://www.google.com/search?hl=fr&gl=FR&q=la+malnutrition:+causes,+cons%C3%A9quences+et+solutions&sa=X&ved=2ahUKEwjF0KC9_dn3AhVwkeAKHbg4BxQQ1QJ6BAgqEAE",fr,FR,53
0,Sécurité alimentaire,https://www.google.com/search?hl=fr&gl=FR&q=La+s%C3%A9curit%C3%A9+alimentaire+d%C3%A9finition&sa=X&ved=2ahUKEwjlyam-_dn3AhXylOAKHSf9CbgQ1QJ6BAguEAE,fr,FR,54
1,Sécurité alimentaire,https://www.google.com/search?hl=fr&gl=FR&q=Les+4+piliers+de+la+s%C3%A9curit%C3%A9+alimentaire&sa=X&ved=2ahUKEwjlyam-_dn3AhXylOAKHSf9CbgQ1QJ6BAgtEAE,fr,FR,54
2,Sécurité alimentaire,https://www.google.com/search?hl=fr&gl=FR&q=S%C3%A9curit%C3%A9+alimentaire+en+France&sa=X&ved=2ahUKEwjlyam-_dn3AhXylOAKHSf9CbgQ1QJ6BAgrEAE,fr,FR,54
3,Sécurité alimentaire,https://www.google.com/search?hl=fr&gl=FR&q=S%C3%A9curit%C3%A9+alimentaire+PDF&sa=X&ved=2ahUKEwjlyam-_dn3AhXylOAKHSf9CbgQ1QJ6BAgqEAE,fr,FR,54
4,Sécurité alimentaire,https://www.google.com/search?hl=fr&gl=FR&q=Cours+s%C3%A9curit%C3%A9+alimentaire&sa=X&ved=2ahUKEwjlyam-_dn3AhXylOAKHSf9CbgQ1QJ6BAgpEAE,fr,FR,54
5,Sécurité alimentaire,https://www.google.com/search?hl=fr&gl=FR&q=S%C3%A9curit%C3%A9+alimentaire+Afrique&sa=X&ved=2ahUKEwjlyam-_dn3AhXylOAKHSf9CbgQ1QJ6BAgoEAE,fr,FR,54
6,Sécurité alimentaire,https://www.google.com/search?hl=fr&gl=FR&q=S%C3%A9curit%C3%A9+alimentaire+mondiale&sa=X&ved=2ahUKEwjlyam-_dn3AhXylOAKHSf9CbgQ1QJ6BAgmEAE,fr,FR,54
7,Sécurité alimentaire,https://www.google.com/search?hl=fr&gl=FR&q=Quels+sont+les+moyens+pour+assurer+la+s%C3%A9curit%C3%A9+alimentaire&sa=X&ved=2ahUKEwjlyam-_dn3AhXylOAKHSf9CbgQ1QJ6BAgjEAE,fr,FR,54
0,Calorie,https://www.google.com/search?gl=FR&hl=fr&q=Calorie+par+jour&sa=X&ved=2ahUKEwjFqrfA_dn3AhVDmXIEHbWDB5MQ1QJ6BAg_EAE,fr,FR,56
1,Calorie,https://www.google.com/search?gl=FR&hl=fr&q=Calorie+calcul&sa=X&ved=2ahUKEwjFqrfA_dn3AhVDmXIEHbWDB5MQ1QJ6BAg9EAE,fr,FR,56
2,Calorie,https://www.google.com/search?gl=FR&hl=fr&q=Calorie+aliment&sa=X&ved=2ahUKEwjFqrfA_dn3AhVDmXIEHbWDB5MQ1QJ6BAg4EAE,fr,FR,56
3,Calorie,https://www.google.com/search?gl=FR&hl=fr&q=Table+des+calories&sa=X&ved=2ahUKEwjFqrfA_dn3AhVDmXIEHbWDB5MQ1QJ6BAg2EAE,fr,FR,56
4,Calorie,https://www.google.com/search?gl=FR&hl=fr&q=Tableau+des+calories+gratuit&sa=X&ved=2ahUKEwjFqrfA_dn3AhVDmXIEHbWDB5MQ1QJ6BAg0EAE,fr,FR,56
5,Calorie,https://www.google.com/search?gl=FR&hl=fr&q=Calorie+pomme&sa=X&ved=2ahUKEwjFqrfA_dn3AhVDmXIEHbWDB5MQ1QJ6BAgzEAE,fr,FR,56
6,Calorie,https://www.google.com/search?gl=FR&hl=fr&q=1+kilocalorie+%3D+en+calorie&sa=X&ved=2ahUKEwjFqrfA_dn3AhVDmXIEHbWDB5MQ1QJ6BAgyEAE,fr,FR,56
7,Calorie,https://www.google.com/search?gl=FR&hl=fr&q=Calorie+banane&sa=X&ved=2ahUKEwjFqrfA_dn3AhVDmXIEHbWDB5MQ1QJ6BAgxEAE,fr,FR,56
0,Énergie renouvelable,https://www.google.com/search?gl=FR&hl=fr&q=%C3%89nergie+renouvelable+exemple&sa=X&ved=2ahUKEwjNko_C_dn3AhXumeAKHTwxA7kQ1QJ6BAg1EAE,fr,FR,58
1,Énergie renouvelable,https://www.google.com/search?gl=FR&hl=fr&q=%C3%89nergie+renouvelable+D%C3%A9finition&sa=X&ved=2ahUKEwjNko_C_dn3AhXumeAKHTwxA7kQ1QJ6BAg0EAE,fr,FR,58
2,Énergie renouvelable,https://www.google.com/search?gl=FR&hl=fr&q=%C3%89nergie+renouvelable+et+non+renouvelable&sa=X&ved=2ahUKEwjNko_C_dn3AhXumeAKHTwxA7kQ1QJ6BAgzEAE,fr,FR,58
3,Énergie renouvelable,https://www.google.com/search?gl=FR&hl=fr&q=%C3%89nergie+renouvelable+pdf&sa=X&ved=2ahUKEwjNko_C_dn3AhXumeAKHTwxA7kQ1QJ6BAgyEAE,fr,FR,58
4,Énergie renouvelable,https://www.google.com/search?gl=FR&hl=fr&q=production+d%27%C3%A9nergie+renouvelable&sa=X&ved=2ahUKEwjNko_C_dn3AhXumeAKHTwxA7kQ1QJ6BAgwEAE,fr,FR,58
5,Énergie renouvelable,https://www.google.com/search?gl=FR&hl=fr&q=%C3%A9nergie+renouvelable+:+d%C3%A9finition+larousse&sa=X&ved=2ahUKEwjNko_C_dn3AhXumeAKHTwxA7kQ1QJ6BAgvEAE,fr,FR,58
6,Énergie renouvelable,https://www.google.com/search?gl=FR&hl=fr&q=Les+%C3%A9nergie+renouvelable+expos%C3%A9&sa=X&ved=2ahUKEwjNko_C_dn3AhXumeAKHTwxA7kQ1QJ6BAgsEAE,fr,FR,58
7,Énergie renouvelable,https://www.google.com/search?gl=FR&hl=fr&q=Cours+%C3%A9nergie+renouvelable+pdf&sa=X&ved=2ahUKEwjNko_C_dn3AhXumeAKHTwxA7kQ1QJ6BAgpEAE,fr,FR,58
0,Changement climatique,https://www.google.com/search?hl=fr&gl=FR&q=Changement+climatique+def&sa=X&ved=2ahUKEwjPlLjD_dn3AhXlQ98KHUb9AXUQ1QJ6BAgvEAE,fr,FR,59
1,Changement climatique,https://www.google.com/search?hl=fr&gl=FR&q=Changement+climatique+2022&sa=X&ved=2ahUKEwjPlLjD_dn3AhXlQ98KHUb9AXUQ1QJ6BAgsEAE,fr,FR,59
2,Changement climatique,https://www.google.com/search?hl=fr&gl=FR&q=Changement+climatique+GIEC&sa=X&ved=2ahUKEwjPlLjD_dn3AhXlQ98KHUb9AXUQ1QJ6BAgpEAE,fr,FR,59
3,Changement climatique,https://www.google.com/search?hl=fr&gl=FR&q=Changement+climatique+pdf&sa=X&ved=2ahUKEwjPlLjD_dn3AhXlQ98KHUb9AXUQ1QJ6BAgoEAE,fr,FR,59
4,Changement climatique,https://www.google.com/search?hl=fr&gl=FR&q=Changement+climatique+expos%C3%A9&sa=X&ved=2ahUKEwjPlLjD_dn3AhXlQ98KHUb9AXUQ1QJ6BAgnEAE,fr,FR,59
5,Changement climatique,https://www.google.com/search?hl=fr&gl=FR&q=Changement+climatique+synonyme&sa=X&ved=2ahUKEwjPlLjD_dn3AhXlQ98KHUb9AXUQ1QJ6BAgmEAE,fr,FR,59
6,Changement climatique,https://www.google.com/search?hl=fr&gl=FR&q=Changement+climatique+d%C3%A9finition+Larousse&sa=X&ved=2ahUKEwjPlLjD_dn3AhXlQ98KHUb9AXUQ1QJ6BAglEAE,fr,FR,59
7,Changement climatique,https://www.google.com/search?hl=fr&gl=FR&q=Changement+climatique+dans+le+monde&sa=X&ved=2ahUKEwjPlLjD_dn3AhXlQ98KHUb9AXUQ1QJ6BAghEAE,fr,FR,59
0,Pollution du sol,https://www.google.com/search?gl=FR&hl=fr&q=Pollution+du+sol+d%C3%A9finition&sa=X&ved=2ahUKEwjf6-LE_dn3AhW2oHIEHcJ0AU0Q1QJ6BAg8EAE,fr,FR,65
1,Pollution du sol,https://www.google.com/search?gl=FR&hl=fr&q=Pollution+du+sol+causes&sa=X&ved=2ahUKEwjf6-LE_dn3AhW2oHIEHcJ0AU0Q1QJ6BAg7EAE,fr,FR,65
2,Pollution du sol,https://www.google.com/search?gl=FR&hl=fr&q=Pollution+du+sol+cons%C3%A9quences&sa=X&ved=2ahUKEwjf6-LE_dn3AhW2oHIEHcJ0AU0Q1QJ6BAg6EAE,fr,FR,65
3,Pollution du sol,https://www.google.com/search?gl=FR&hl=fr&q=Pollution+des+sols+en+France&sa=X&ved=2ahUKEwjf6-LE_dn3AhW2oHIEHcJ0AU0Q1QJ6BAg0EAE,fr,FR,65
4,Pollution du sol,https://www.google.com/search?gl=FR&hl=fr&q=Pollution+du+sol+PDF&sa=X&ved=2ahUKEwjf6-LE_dn3AhW2oHIEHcJ0AU0Q1QJ6BAgvEAE,fr,FR,65
5,Pollution du sol,https://www.google.com/search?gl=FR&hl=fr&q=Pollution+des+sols+expos%C3%A9&sa=X&ved=2ahUKEwjf6-LE_dn3AhW2oHIEHcJ0AU0Q1QJ6BAgrEAE,fr,FR,65
6,Pollution du sol,https://www.google.com/search?gl=FR&hl=fr&q=Pollution+du+sol+par+les+hydrocarbures&sa=X&ved=2ahUKEwjf6-LE_dn3AhW2oHIEHcJ0AU0Q1QJ6BAgpEAE,fr,FR,65
7,Pollution du sol,https://www.google.com/search?gl=FR&hl=fr&q=Pollution+du+sol+solution&sa=X&ved=2ahUKEwjf6-LE_dn3AhW2oHIEHcJ0AU0Q1QJ6BAgoEAE,fr,FR,65
0,Gaz à effet de serre,https://www.google.com/search?hl=fr&gl=FR&q=gaz+%C3%A0+effet+de+serre+:+d%C3%A9finition&sa=X&ved=2ahUKEwjypIDH_dn3AhUJh-AKHTogAfUQ1QJ6BAhAEAE,fr,FR,66
1,Gaz à effet de serre,https://www.google.com/search?hl=fr&gl=FR&q=Quels+sont+les+4+principaux+gaz+%C3%A0+effet+de+serre&sa=X&ved=2ahUKEwjypIDH_dn3AhUJh-AKHTogAfUQ1QJ6BAg9EAE,fr,FR,66
2,Gaz à effet de serre,https://www.google.com/search?hl=fr&gl=FR&q=Gaz+%C3%A0+effet+de+serre+cons%C3%A9quences&sa=X&ved=2ahUKEwjypIDH_dn3AhUJh-AKHTogAfUQ1QJ6BAg5EAE,fr,FR,66
3,Gaz à effet de serre,https://www.google.com/search?hl=fr&gl=FR&q=Gaz+%C3%A0+effet+de+serre+causes&sa=X&ved=2ahUKEwjypIDH_dn3AhUJh-AKHTogAfUQ1QJ6BAgzEAE,fr,FR,66
4,Gaz à effet de serre,https://www.google.com/search?hl=fr&gl=FR&q=Gaz+%C3%A0+effet+de+serre+CO2&sa=X&ved=2ahUKEwjypIDH_dn3AhUJh-AKHTogAfUQ1QJ6BAgyEAE,fr,FR,66
5,Gaz à effet de serre,https://www.google.com/search?hl=fr&gl=FR&q=impact+des+gaz+%C3%A0+effet+de+serre+sur+l%27environnement&sa=X&ved=2ahUKEwjypIDH_dn3AhUJh-AKHTogAfUQ1QJ6BAgxEAE,fr,FR,66
6,Gaz à effet de serre,https://www.google.com/search?hl=fr&gl=FR&q=Les+gaz+%C3%A0+effet+de+serre+et+le+r%C3%A9chauffement+climatique&sa=X&ved=2ahUKEwjypIDH_dn3AhUJh-AKHTogAfUQ1QJ6BAgwEAE,fr,FR,66
7,Gaz à effet de serre,https://www.google.com/search?hl=fr&gl=FR&q=vapeur+d%27eau+gaz+%C3%A0+effet+de+serre&sa=X&ved=2ahUKEwjypIDH_dn3AhUJh-AKHTogAfUQ1QJ6BAgvEAE,fr,FR,66
0,Infection,https://www.google.com/search?hl=fr&gl=FR&q=Infection+urinaire&sa=X&ved=2ahUKEwiEzq3I_dn3AhUtAp0JHYz9DB8Q1QJ6BAgyEAE,fr,FR,68
1,Infection,https://www.google.com/search?hl=fr&gl=FR&q=Infection+Synonyme&sa=X&ved=2ahUKEwiEzq3I_dn3AhUtAp0JHYz9DB8Q1QJ6BAguEAE,fr,FR,68
2,Infection,https://www.google.com/search?hl=fr&gl=FR&q=Infection+def&sa=X&ved=2ahUKEwiEzq3I_dn3AhUtAp0JHYz9DB8Q1QJ6BAgnEAE,fr,FR,68
3,Infection,https://www.google.com/search?hl=fr&gl=FR&q=Infection+sympt%C3%B4mes&sa=X&ved=2ahUKEwiEzq3I_dn3AhUtAp0JHYz9DB8Q1QJ6BAgjEAE,fr,FR,68
4,Infection,https://www.google.com/search?hl=fr&gl=FR&q=les+diff%C3%A9rents+types+d%27infection&sa=X&ved=2ahUKEwiEzq3I_dn3AhUtAp0JHYz9DB8Q1QJ6BAgiEAE,fr,FR,68
5,Infection,https://www.google.com/search?hl=fr&gl=FR&q=Infection+femme&sa=X&ved=2ahUKEwiEzq3I_dn3AhUtAp0JHYz9DB8Q1QJ6BAghEAE,fr,FR,68
6,Infection,https://www.google.com/search?hl=fr&gl=FR&q=Infection+bact%C3%A9rienne&sa=X&ved=2ahUKEwiEzq3I_dn3AhUtAp0JHYz9DB8Q1QJ6BAggEAE,fr,FR,68
7,Infection,https://www.google.com/search?hl=fr&gl=FR&q=Infection+m%C3%A9dicale&sa=X&ved=2ahUKEwiEzq3I_dn3AhUtAp0JHYz9DB8Q1QJ6BAgfEAE,fr,FR,68
0,Inondation,"https://www.google.com/search?hl=fr&gl=FR&q=inondation+pr%C3%A8s+de+paris+15e+arrondissement,+paris&sa=X&ved=2ahUKEwiy-c7J_dn3AhXoc98KHVKVB08Q1QJ6BAgrEAE",fr,FR,70
1,Inondation,https://www.google.com/search?hl=fr&gl=FR&q=Inondation+Paris&sa=X&ved=2ahUKEwiy-c7J_dn3AhXoc98KHVKVB08Q1QJ6BAgqEAE,fr,FR,70
2,Inondation,https://www.google.com/search?hl=fr&gl=FR&q=Inondations+D%C3%A9finition&sa=X&ved=2ahUKEwiy-c7J_dn3AhXoc98KHVKVB08Q1QJ6BAgoEAE,fr,FR,70
3,Inondation,https://www.google.com/search?hl=fr&gl=FR&q=Inondation+France&sa=X&ved=2ahUKEwiy-c7J_dn3AhXoc98KHVKVB08Q1QJ6BAgnEAE,fr,FR,70
4,Inondation,https://www.google.com/search?hl=fr&gl=FR&q=Inondation+2021&sa=X&ved=2ahUKEwiy-c7J_dn3AhXoc98KHVKVB08Q1QJ6BAgmEAE,fr,FR,70
5,Inondation,https://www.google.com/search?hl=fr&gl=FR&q=Inondation+synonyme&sa=X&ved=2ahUKEwiy-c7J_dn3AhXoc98KHVKVB08Q1QJ6BAglEAE,fr,FR,70
6,Inondation,https://www.google.com/search?hl=fr&gl=FR&q=Inondations+en+Australie&sa=X&ved=2ahUKEwiy-c7J_dn3AhXoc98KHVKVB08Q1QJ6BAghEAE,fr,FR,70
7,Inondation,https://www.google.com/search?hl=fr&gl=FR&q=Les+causes+des+inondations&sa=X&ved=2ahUKEwiy-c7J_dn3AhXoc98KHVKVB08Q1QJ6BAggEAE,fr,FR,70
0,Sécheresse,https://www.google.com/search?hl=fr&gl=FR&q=S%C3%A9cheresse+France+2022&sa=X&ved=2ahUKEwiU8uXK_dn3AhVPl3IEHRslDBwQ1QJ6BAhFEAE,fr,FR,71
1,Sécheresse,https://www.google.com/search?hl=fr&gl=FR&q=S%C3%A9cheresse+2022&sa=X&ved=2ahUKEwiU8uXK_dn3AhVPl3IEHRslDBwQ1QJ6BAhEEAE,fr,FR,71
2,Sécheresse,https://www.google.com/search?hl=fr&gl=FR&q=S%C3%A9cheresse+d%C3%A9finition&sa=X&ved=2ahUKEwiU8uXK_dn3AhVPl3IEHRslDBwQ1QJ6BAhBEAE,fr,FR,71
3,Sécheresse,https://www.google.com/search?hl=fr&gl=FR&q=S%C3%A9cheresse+synonyme&sa=X&ved=2ahUKEwiU8uXK_dn3AhVPl3IEHRslDBwQ1QJ6BAg6EAE,fr,FR,71
4,Sécheresse,https://www.google.com/search?hl=fr&gl=FR&q=Carte+s%C3%A9cheresse+2022&sa=X&ved=2ahUKEwiU8uXK_dn3AhVPl3IEHRslDBwQ1QJ6BAg1EAE,fr,FR,71
5,Sécheresse,https://www.google.com/search?hl=fr&gl=FR&q=S%C3%A9cheresse+2021&sa=X&ved=2ahUKEwiU8uXK_dn3AhVPl3IEHRslDBwQ1QJ6BAgzEAE,fr,FR,71
6,Sécheresse,https://www.google.com/search?hl=fr&gl=FR&q=Carte+s%C3%A9cheresse+2021&sa=X&ved=2ahUKEwiU8uXK_dn3AhVPl3IEHRslDBwQ1QJ6BAgyEAE,fr,FR,71
7,Sécheresse,https://www.google.com/search?hl=fr&gl=FR&q=S%C3%A9cheresse+Maroc&sa=X&ved=2ahUKEwiU8uXK_dn3AhVPl3IEHRslDBwQ1QJ6BAguEAE,fr,FR,71
0,Malnutrición,https://www.google.com/search?hl=es&gl=AR&q=Malnutrici%C3%B3n+y+desnutrici%C3%B3n&sa=X&ved=2ahUKEwj63fXM_dn3AhUQG80KHa6VCIUQ1QJ6BAgvEAE,es,AR,53
1,Malnutrición,https://www.google.com/search?hl=es&gl=AR&q=Malnutrici%C3%B3n+consecuencias&sa=X&ved=2ahUKEwj63fXM_dn3AhUQG80KHa6VCIUQ1QJ6BAgtEAE,es,AR,53
2,Malnutrición,https://www.google.com/search?hl=es&gl=AR&q=Malnutrici%C3%B3n+causas&sa=X&ved=2ahUKEwj63fXM_dn3AhUQG80KHa6VCIUQ1QJ6BAgsEAE,es,AR,53
3,Malnutrición,https://www.google.com/search?hl=es&gl=AR&q=Tipos+de+malnutrici%C3%B3n&sa=X&ved=2ahUKEwj63fXM_dn3AhUQG80KHa6VCIUQ1QJ6BAgrEAE,es,AR,53
4,Malnutrición,https://www.google.com/search?hl=es&gl=AR&q=Malnutrici%C3%B3n+pdf&sa=X&ved=2ahUKEwj63fXM_dn3AhUQG80KHa6VCIUQ1QJ6BAgqEAE,es,AR,53
5,Malnutrición,https://www.google.com/search?hl=es&gl=AR&q=Malnutrici%C3%B3n+infantil&sa=X&ved=2ahUKEwj63fXM_dn3AhUQG80KHa6VCIUQ1QJ6BAgoEAE,es,AR,53
6,Malnutrición,https://www.google.com/search?hl=es&gl=AR&q=Enfermedades+por+malnutrici%C3%B3n&sa=X&ved=2ahUKEwj63fXM_dn3AhUQG80KHa6VCIUQ1QJ6BAgmEAE,es,AR,53
7,Malnutrición,https://www.google.com/search?hl=es&gl=AR&q=Malnutrici%C3%B3n+OMS&sa=X&ved=2ahUKEwj63fXM_dn3AhUQG80KHa6VCIUQ1QJ6BAglEAE,es,AR,53
0,Seguridad alimentaria,https://www.google.com/search?hl=es&gl=AR&q=Seguridad+alimentaria+PDF&sa=X&ved=2ahUKEwiIpZLO_dn3AhWBhOAKHfq8CBIQ1QJ6BAg8EAE,es,AR,54
1,Seguridad alimentaria,https://www.google.com/search?hl=es&gl=AR&q=Seguridad+alimentaria+FAO&sa=X&ved=2ahUKEwiIpZLO_dn3AhWBhOAKHfq8CBIQ1QJ6BAg7EAE,es,AR,54
2,Seguridad alimentaria,https://www.google.com/search?hl=es&gl=AR&q=Seguridad+alimentaria+OMS&sa=X&ved=2ahUKEwiIpZLO_dn3AhWBhOAKHfq8CBIQ1QJ6BAg6EAE,es,AR,54
3,Seguridad alimentaria,https://www.google.com/search?hl=es&gl=AR&q=Seguridad+alimentaria+y+nutricional&sa=X&ved=2ahUKEwiIpZLO_dn3AhWBhOAKHfq8CBIQ1QJ6BAg4EAE,es,AR,54
4,Seguridad alimentaria,https://www.google.com/search?hl=es&gl=AR&q=Ejemplos+de+seguridad+alimentaria&sa=X&ved=2ahUKEwiIpZLO_dn3AhWBhOAKHfq8CBIQ1QJ6BAg2EAE,es,AR,54
5,Seguridad alimentaria,https://www.google.com/search?hl=es&gl=AR&q=Pilares+de+la+seguridad+alimentaria&sa=X&ved=2ahUKEwiIpZLO_dn3AhWBhOAKHfq8CBIQ1QJ6BAg0EAE,es,AR,54
6,Seguridad alimentaria,https://www.google.com/search?hl=es&gl=AR&q=Caracter%C3%ADsticas+de+la+seguridad+alimentaria&sa=X&ved=2ahUKEwiIpZLO_dn3AhWBhOAKHfq8CBIQ1QJ6BAgzEAE,es,AR,54
7,Seguridad alimentaria,https://www.google.com/search?hl=es&gl=AR&q=Importancia+de+la+seguridad+alimentaria&sa=X&ved=2ahUKEwiIpZLO_dn3AhWBhOAKHfq8CBIQ1QJ6BAg9EAE,es,AR,54
0,Caloría,https://www.google.com/search?gl=AR&hl=es&q=Calor%C3%ADa+en+f%C3%ADsica&sa=X&ved=2ahUKEwjy2szP_dn3AhWAgnIEHQCbAjQQ1QJ6BAg6EAE,es,AR,56
1,Caloría,https://www.google.com/search?gl=AR&hl=es&q=Tabla+de+calor%C3%ADas&sa=X&ved=2ahUKEwjy2szP_dn3AhWAgnIEHQCbAjQQ1QJ6BAg5EAE,es,AR,56
2,Caloría,https://www.google.com/search?gl=AR&hl=es&q=Ejemplos+de+calor%C3%ADa+en+f%C3%ADsica&sa=X&ved=2ahUKEwjy2szP_dn3AhWAgnIEHQCbAjQQ1QJ6BAgxEAE,es,AR,56
3,Caloría,https://www.google.com/search?gl=AR&hl=es&q=C%C3%B3mo+se+pronuncia+calor%C3%ADa&sa=X&ved=2ahUKEwjy2szP_dn3AhWAgnIEHQCbAjQQ1QJ6BAgoEAE,es,AR,56
4,Caloría,https://www.google.com/search?gl=AR&hl=es&q=Calculadora+de+calor%C3%ADas&sa=X&ved=2ahUKEwjy2szP_dn3AhWAgnIEHQCbAjQQ1QJ6BAgnEAE,es,AR,56
5,Caloría,https://www.google.com/search?gl=AR&hl=es&q=Las+calor%C3%ADas+engordan&sa=X&ved=2ahUKEwjy2szP_dn3AhWAgnIEHQCbAjQQ1QJ6BAgmEAE,es,AR,56
6,Caloría,https://www.google.com/search?gl=AR&hl=es&q=Tipos+de+calor%C3%ADas&sa=X&ved=2ahUKEwjy2szP_dn3AhWAgnIEHQCbAjQQ1QJ6BAglEAE,es,AR,56
7,Caloría,https://www.google.com/search?gl=AR&hl=es&q=Cuantas+calor%C3%ADas+debo+consumir+al+d%C3%ADa&sa=X&ved=2ahUKEwjy2szP_dn3AhWAgnIEHQCbAjQQ1QJ6BAgkEAE,es,AR,56
0,Energía renovable,https://www.google.com/search?hl=es&gl=AR&q=Energ%C3%ADa+renovables+ejemplos&sa=X&ved=2ahUKEwia-OTQ_dn3AhWvTd8KHXZbBl4Q1QJ6BAgtEAE,es,AR,58
1,Energía renovable,https://www.google.com/search?hl=es&gl=AR&q=Energ%C3%ADa+renovable+y+no+renovable&sa=X&ved=2ahUKEwia-OTQ_dn3AhWvTd8KHXZbBl4Q1QJ6BAgsEAE,es,AR,58
2,Energía renovable,https://www.google.com/search?hl=es&gl=AR&q=Energ%C3%ADa+renovable+caracter%C3%ADsticas&sa=X&ved=2ahUKEwia-OTQ_dn3AhWvTd8KHXZbBl4Q1QJ6BAgqEAE,es,AR,58
3,Energía renovable,https://www.google.com/search?hl=es&gl=AR&q=Porque+es+importante+la+energ%C3%ADa+renovable&sa=X&ved=2ahUKEwia-OTQ_dn3AhWvTd8KHXZbBl4Q1QJ6BAgoEAE,es,AR,58
4,Energía renovable,https://www.google.com/search?hl=es&gl=AR&q=diferencia+entre+energ%C3%ADa+renovable+y+no+renovable%3F+yahoo&sa=X&ved=2ahUKEwia-OTQ_dn3AhWvTd8KHXZbBl4Q1QJ6BAgmEAE,es,AR,58
5,Energía renovable,https://www.google.com/search?hl=es&gl=AR&q=Utilizar+energ%C3%ADa+renovable&sa=X&ved=2ahUKEwia-OTQ_dn3AhWvTd8KHXZbBl4Q1QJ6BAglEAE,es,AR,58
6,Energía renovable,https://www.google.com/search?hl=es&gl=AR&q=Importancia+de+las+energ%C3%ADas+renovables+PDF&sa=X&ved=2ahUKEwia-OTQ_dn3AhWvTd8KHXZbBl4Q1QJ6BAgkEAE,es,AR,58
7,Energía renovable,https://www.google.com/search?hl=es&gl=AR&q=Subsidios+para+proyectos+de+energ%C3%ADa+renovable&sa=X&ved=2ahUKEwia-OTQ_dn3AhWvTd8KHXZbBl4Q1QJ6BAgiEAE,es,AR,58
0,Calentamiento global,https://www.google.com/search?hl=es&gl=AR&q=Que+es+el+calentamiento+global+para+ni%C3%B1os&sa=X&ved=2ahUKEwi3p4XS_dn3AhWOg-AKHXqbBD4Q1QJ6BAhUEAE,es,AR,59
1,Calentamiento global,https://www.google.com/search?hl=es&gl=AR&q=Calentamiento+global+pdf&sa=X&ved=2ahUKEwi3p4XS_dn3AhWOg-AKHXqbBD4Q1QJ6BAhSEAE,es,AR,59
2,Calentamiento global,https://www.google.com/search?hl=es&gl=AR&q=10+causas+del+calentamiento+global&sa=X&ved=2ahUKEwi3p4XS_dn3AhWOg-AKHXqbBD4Q1QJ6BAhREAE,es,AR,59
3,Calentamiento global,https://www.google.com/search?hl=es&gl=AR&q=Como+evitar+el+calentamiento+global&sa=X&ved=2ahUKEwi3p4XS_dn3AhWOg-AKHXqbBD4Q1QJ6BAhQEAE,es,AR,59
4,Calentamiento global,https://www.google.com/search?hl=es&gl=AR&q=Calentamiento+global+Dibujos&sa=X&ved=2ahUKEwi3p4XS_dn3AhWOg-AKHXqbBD4Q1QJ6BAhPEAE,es,AR,59
