,current,next,other_pages,query,lang,country,termid
0,1,https://www.google.com/search?q=Malnutrition&gl=NG&hl=en&ei=5v58YsjOC6SZ_Qbnl5uwDw&start=10&sa=N&ved=2ahUKEwjI2c_D_Nn3AhWkTN8KHefLBvYQ8NMDegQIAhBJ,"{'2': 'https://www.google.com/search?q=Malnutrition&gl=NG&hl=en&ei=5v58YsjOC6SZ_Qbnl5uwDw&start=10&sa=N&ved=2ahUKEwjI2c_D_Nn3AhWkTN8KHefLBvYQ8tMDegQIAhA3', '3': 'https://www.google.com/search?q=Malnutrition&gl=NG&hl=en&ei=5v58YsjOC6SZ_Qbnl5uwDw&start=20&sa=N&ved=2ahUKEwjI2c_D_Nn3AhWkTN8KHefLBvYQ8tMDegQIAhA5', '4': 'https://www.google.com/search?q=Malnutrition&gl=NG&hl=en&ei=5v58YsjOC6SZ_Qbnl5uwDw&start=30&sa=N&ved=2ahUKEwjI2c_D_Nn3AhWkTN8KHefLBvYQ8tMDegQIAhA7', '5': 'https://www.google.com/search?q=Malnutrition&gl=NG&hl=en&ei=5v58YsjOC6SZ_Qbnl5uwDw&start=40&sa=N&ved=2ahUKEwjI2c_D_Nn3AhWkTN8KHefLBvYQ8tMDegQIAhA9', '6': 'https://www.google.com/search?q=Malnutrition&gl=NG&hl=en&ei=5v58YsjOC6SZ_Qbnl5uwDw&start=50&sa=N&ved=2ahUKEwjI2c_D_Nn3AhWkTN8KHefLBvYQ8tMDegQIAhA_', '7': 'https://www.google.com/search?q=Malnutrition&gl=NG&hl=en&ei=5v58YsjOC6SZ_Qbnl5uwDw&start=60&sa=N&ved=2ahUKEwjI2c_D_Nn3AhWkTN8KHefLBvYQ8tMDegQIAhBB', '8': 'https://www.google.com/search?q=Malnutrition&gl=NG&hl=en&ei=5v58YsjOC6SZ_Qbnl5uwDw&start=70&sa=N&ved=2ahUKEwjI2c_D_Nn3AhWkTN8KHefLBvYQ8tMDegQIAhBD', '9': 'https://www.google.com/search?q=Malnutrition&gl=NG&hl=en&ei=5v58YsjOC6SZ_Qbnl5uwDw&start=80&sa=N&ved=2ahUKEwjI2c_D_Nn3AhWkTN8KHefLBvYQ8tMDegQIAhBF', '10': 'https://www.google.com/search?q=Malnutrition&gl=NG&hl=en&ei=5v58YsjOC6SZ_Qbnl5uwDw&start=90&sa=N&ved=2ahUKEwjI2c_D_Nn3AhWkTN8KHefLBvYQ8tMDegQIAhBH'}",Malnutrition,en,NG,53
0,1,https://www.google.com/search?q=Food+Security&gl=NG&hl=en&ei=7f58YqarHJe6ytMP2ZG86Ac&start=10&sa=N&ved=2ahUKEwjm1YvH_Nn3AhUXnXIEHdkID30Q8NMDegQIAhBL,"{'2': 'https://www.google.com/search?q=Food+Security&gl=NG&hl=en&ei=7f58YqarHJe6ytMP2ZG86Ac&start=10&sa=N&ved=2ahUKEwjm1YvH_Nn3AhUXnXIEHdkID30Q8tMDegQIAhA5', '3': 'https://www.google.com/search?q=Food+Security&gl=NG&hl=en&ei=7f58YqarHJe6ytMP2ZG86Ac&start=20&sa=N&ved=2ahUKEwjm1YvH_Nn3AhUXnXIEHdkID30Q8tMDegQIAhA7', '4': 'https://www.google.com/search?q=Food+Security&gl=NG&hl=en&ei=7f58YqarHJe6ytMP2ZG86Ac&start=30&sa=N&ved=2ahUKEwjm1YvH_Nn3AhUXnXIEHdkID30Q8tMDegQIAhA9', '5': 'https://www.google.com/search?q=Food+Security&gl=NG&hl=en&ei=7f58YqarHJe6ytMP2ZG86Ac&start=40&sa=N&ved=2ahUKEwjm1YvH_Nn3AhUXnXIEHdkID30Q8tMDegQIAhA_', '6': 'https://www.google.com/search?q=Food+Security&gl=NG&hl=en&ei=7f58YqarHJe6ytMP2ZG86Ac&start=50&sa=N&ved=2ahUKEwjm1YvH_Nn3AhUXnXIEHdkID30Q8tMDegQIAhBB', '7': 'https://www.google.com/search?q=Food+Security&gl=NG&hl=en&ei=7f58YqarHJe6ytMP2ZG86Ac&start=60&sa=N&ved=2ahUKEwjm1YvH_Nn3AhUXnXIEHdkID30Q8tMDegQIAhBD', '8': 'https://www.google.com/search?q=Food+Security&gl=NG&hl=en&ei=7f58YqarHJe6ytMP2ZG86Ac&start=70&sa=N&ved=2ahUKEwjm1YvH_Nn3AhUXnXIEHdkID30Q8tMDegQIAhBF', '9': 'https://www.google.com/search?q=Food+Security&gl=NG&hl=en&ei=7f58YqarHJe6ytMP2ZG86Ac&start=80&sa=N&ved=2ahUKEwjm1YvH_Nn3AhUXnXIEHdkID30Q8tMDegQIAhBH', '10': 'https://www.google.com/search?q=Food+Security&gl=NG&hl=en&ei=7f58YqarHJe6ytMP2ZG86Ac&start=90&sa=N&ved=2ahUKEwjm1YvH_Nn3AhUXnXIEHdkID30Q8tMDegQIAhBJ'}",Food Security,en,NG,54
0,1,https://www.google.com/search?q=Calorie&hl=en&gl=NG&ei=8P58Ys2ZM96hkPIP7Pa90Aw&start=10&sa=N&ved=2ahUKEwjN0dnI_Nn3AhXeEEQIHWx7D8oQ8NMDegQIARBJ,"{'2': 'https://www.google.com/search?q=Calorie&hl=en&gl=NG&ei=8P58Ys2ZM96hkPIP7Pa90Aw&start=10&sa=N&ved=2ahUKEwjN0dnI_Nn3AhXeEEQIHWx7D8oQ8tMDegQIARA3', '3': 'https://www.google.com/search?q=Calorie&hl=en&gl=NG&ei=8P58Ys2ZM96hkPIP7Pa90Aw&start=20&sa=N&ved=2ahUKEwjN0dnI_Nn3AhXeEEQIHWx7D8oQ8tMDegQIARA5', '4': 'https://www.google.com/search?q=Calorie&hl=en&gl=NG&ei=8P58Ys2ZM96hkPIP7Pa90Aw&start=30&sa=N&ved=2ahUKEwjN0dnI_Nn3AhXeEEQIHWx7D8oQ8tMDegQIARA7', '5': 'https://www.google.com/search?q=Calorie&hl=en&gl=NG&ei=8P58Ys2ZM96hkPIP7Pa90Aw&start=40&sa=N&ved=2ahUKEwjN0dnI_Nn3AhXeEEQIHWx7D8oQ8tMDegQIARA9', '6': 'https://www.google.com/search?q=Calorie&hl=en&gl=NG&ei=8P58Ys2ZM96hkPIP7Pa90Aw&start=50&sa=N&ved=2ahUKEwjN0dnI_Nn3AhXeEEQIHWx7D8oQ8tMDegQIARA_', '7': 'https://www.google.com/search?q=Calorie&hl=en&gl=NG&ei=8P58Ys2ZM96hkPIP7Pa90Aw&start=60&sa=N&ved=2ahUKEwjN0dnI_Nn3AhXeEEQIHWx7D8oQ8tMDegQIARBB', '8': 'https://www.google.com/search?q=Calorie&hl=en&gl=NG&ei=8P58Ys2ZM96hkPIP7Pa90Aw&start=70&sa=N&ved=2ahUKEwjN0dnI_Nn3AhXeEEQIHWx7D8oQ8tMDegQIARBD', '9': 'https://www.google.com/search?q=Calorie&hl=en&gl=NG&ei=8P58Ys2ZM96hkPIP7Pa90Aw&start=80&sa=N&ved=2ahUKEwjN0dnI_Nn3AhXeEEQIHWx7D8oQ8tMDegQIARBF', '10': 'https://www.google.com/search?q=Calorie&hl=en&gl=NG&ei=8P58Ys2ZM96hkPIP7Pa90Aw&start=90&sa=N&ved=2ahUKEwjN0dnI_Nn3AhXeEEQIHWx7D8oQ8tMDegQIARBH'}",Calorie,en,NG,56
0,1,https://www.google.com/search?q=Renewable+Energy&ucbcb=1&gl=NG&hl=en&ei=8_58YvS8MYieqtsPxL-86Aw&start=10&sa=N&ved=2ahUKEwi0go_K_Nn3AhUIj2oFHcQfD80Q8NMDegQIAhBL,"{'2': 'https://www.google.com/search?q=Renewable+Energy&ucbcb=1&gl=NG&hl=en&ei=8_58YvS8MYieqtsPxL-86Aw&start=10&sa=N&ved=2ahUKEwi0go_K_Nn3AhUIj2oFHcQfD80Q8tMDegQIAhA5', '3': 'https://www.google.com/search?q=Renewable+Energy&ucbcb=1&gl=NG&hl=en&ei=8_58YvS8MYieqtsPxL-86Aw&start=20&sa=N&ved=2ahUKEwi0go_K_Nn3AhUIj2oFHcQfD80Q8tMDegQIAhA7', '4': 'https://www.google.com/search?q=Renewable+Energy&ucbcb=1&gl=NG&hl=en&ei=8_58YvS8MYieqtsPxL-86Aw&start=30&sa=N&ved=2ahUKEwi0go_K_Nn3AhUIj2oFHcQfD80Q8tMDegQIAhA9', '5': 'https://www.google.com/search?q=Renewable+Energy&ucbcb=1&gl=NG&hl=en&ei=8_58YvS8MYieqtsPxL-86Aw&start=40&sa=N&ved=2ahUKEwi0go_K_Nn3AhUIj2oFHcQfD80Q8tMDegQIAhA_', '6': 'https://www.google.com/search?q=Renewable+Energy&ucbcb=1&gl=NG&hl=en&ei=8_58YvS8MYieqtsPxL-86Aw&start=50&sa=N&ved=2ahUKEwi0go_K_Nn3AhUIj2oFHcQfD80Q8tMDegQIAhBB', '7': 'https://www.google.com/search?q=Renewable+Energy&ucbcb=1&gl=NG&hl=en&ei=8_58YvS8MYieqtsPxL-86Aw&start=60&sa=N&ved=2ahUKEwi0go_K_Nn3AhUIj2oFHcQfD80Q8tMDegQIAhBD', '8': 'https://www.google.com/search?q=Renewable+Energy&ucbcb=1&gl=NG&hl=en&ei=8_58YvS8MYieqtsPxL-86Aw&start=70&sa=N&ved=2ahUKEwi0go_K_Nn3AhUIj2oFHcQfD80Q8tMDegQIAhBF', '9': 'https://www.google.com/search?q=Renewable+Energy&ucbcb=1&gl=NG&hl=en&ei=8_58YvS8MYieqtsPxL-86Aw&start=80&sa=N&ved=2ahUKEwi0go_K_Nn3AhUIj2oFHcQfD80Q8tMDegQIAhBH', '10': 'https://www.google.com/search?q=Renewable+Energy&ucbcb=1&gl=NG&hl=en&ei=8_58YvS8MYieqtsPxL-86Aw&start=90&sa=N&ved=2ahUKEwi0go_K_Nn3AhUIj2oFHcQfD80Q8tMDegQIAhBJ'}",Renewable Energy,en,NG,58
0,1,https://www.google.com/search?q=Climate+change&gl=NG&hl=en&ei=9_58Yp-HCuGa_Qafuq24DQ&start=10&sa=N&ved=2ahUKEwjf3tvL_Nn3AhVhTd8KHR9dC9cQ8NMDegQIAhBM,"{'2': 'https://www.google.com/search?q=Climate+change&gl=NG&hl=en&ei=9_58Yp-HCuGa_Qafuq24DQ&start=10&sa=N&ved=2ahUKEwjf3tvL_Nn3AhVhTd8KHR9dC9cQ8tMDegQIAhA6', '3': 'https://www.google.com/search?q=Climate+change&gl=NG&hl=en&ei=9_58Yp-HCuGa_Qafuq24DQ&start=20&sa=N&ved=2ahUKEwjf3tvL_Nn3AhVhTd8KHR9dC9cQ8tMDegQIAhA8', '4': 'https://www.google.com/search?q=Climate+change&gl=NG&hl=en&ei=9_58Yp-HCuGa_Qafuq24DQ&start=30&sa=N&ved=2ahUKEwjf3tvL_Nn3AhVhTd8KHR9dC9cQ8tMDegQIAhA-', '5': 'https://www.google.com/search?q=Climate+change&gl=NG&hl=en&ei=9_58Yp-HCuGa_Qafuq24DQ&start=40&sa=N&ved=2ahUKEwjf3tvL_Nn3AhVhTd8KHR9dC9cQ8tMDegQIAhBA', '6': 'https://www.google.com/search?q=Climate+change&gl=NG&hl=en&ei=9_58Yp-HCuGa_Qafuq24DQ&start=50&sa=N&ved=2ahUKEwjf3tvL_Nn3AhVhTd8KHR9dC9cQ8tMDegQIAhBC', '7': 'https://www.google.com/search?q=Climate+change&gl=NG&hl=en&ei=9_58Yp-HCuGa_Qafuq24DQ&start=60&sa=N&ved=2ahUKEwjf3tvL_Nn3AhVhTd8KHR9dC9cQ8tMDegQIAhBE', '8': 'https://www.google.com/search?q=Climate+change&gl=NG&hl=en&ei=9_58Yp-HCuGa_Qafuq24DQ&start=70&sa=N&ved=2ahUKEwjf3tvL_Nn3AhVhTd8KHR9dC9cQ8tMDegQIAhBG', '9': 'https://www.google.com/search?q=Climate+change&gl=NG&hl=en&ei=9_58Yp-HCuGa_Qafuq24DQ&start=80&sa=N&ved=2ahUKEwjf3tvL_Nn3AhVhTd8KHR9dC9cQ8tMDegQIAhBI', '10': 'https://www.google.com/search?q=Climate+change&gl=NG&hl=en&ei=9_58Yp-HCuGa_Qafuq24DQ&start=90&sa=N&ved=2ahUKEwjf3tvL_Nn3AhVhTd8KHR9dC9cQ8tMDegQIAhBK'}",Climate change,en,NG,59
0,1,https://www.google.com/search?q=Soil+contamination&gl=NG&hl=en&ei=Av98Yr6fCMKxtQbChJXYCw&start=10&sa=N&ved=2ahUKEwi-qPnQ_Nn3AhXCWM0KHUJCBbsQ8NMDegQIARBJ,"{'2': 'https://www.google.com/search?q=Soil+contamination&gl=NG&hl=en&ei=Av98Yr6fCMKxtQbChJXYCw&start=10&sa=N&ved=2ahUKEwi-qPnQ_Nn3AhXCWM0KHUJCBbsQ8tMDegQIARA3', '3': 'https://www.google.com/search?q=Soil+contamination&gl=NG&hl=en&ei=Av98Yr6fCMKxtQbChJXYCw&start=20&sa=N&ved=2ahUKEwi-qPnQ_Nn3AhXCWM0KHUJCBbsQ8tMDegQIARA5', '4': 'https://www.google.com/search?q=Soil+contamination&gl=NG&hl=en&ei=Av98Yr6fCMKxtQbChJXYCw&start=30&sa=N&ved=2ahUKEwi-qPnQ_Nn3AhXCWM0KHUJCBbsQ8tMDegQIARA7', '5': 'https://www.google.com/search?q=Soil+contamination&gl=NG&hl=en&ei=Av98Yr6fCMKxtQbChJXYCw&start=40&sa=N&ved=2ahUKEwi-qPnQ_Nn3AhXCWM0KHUJCBbsQ8tMDegQIARA9', '6': 'https://www.google.com/search?q=Soil+contamination&gl=NG&hl=en&ei=Av98Yr6fCMKxtQbChJXYCw&start=50&sa=N&ved=2ahUKEwi-qPnQ_Nn3AhXCWM0KHUJCBbsQ8tMDegQIARA_', '7': 'https://www.google.com/search?q=Soil+contamination&gl=NG&hl=en&ei=Av98Yr6fCMKxtQbChJXYCw&start=60&sa=N&ved=2ahUKEwi-qPnQ_Nn3AhXCWM0KHUJCBbsQ8tMDegQIARBB', '8': 'https://www.google.com/search?q=Soil+contamination&gl=NG&hl=en&ei=Av98Yr6fCMKxtQbChJXYCw&start=70&sa=N&ved=2ahUKEwi-qPnQ_Nn3AhXCWM0KHUJCBbsQ8tMDegQIARBD', '9': 'https://www.google.com/search?q=Soil+contamination&gl=NG&hl=en&ei=Av98Yr6fCMKxtQbChJXYCw&start=80&sa=N&ved=2ahUKEwi-qPnQ_Nn3AhXCWM0KHUJCBbsQ8tMDegQIARBF', '10': 'https://www.google.com/search?q=Soil+contamination&gl=NG&hl=en&ei=Av98Yr6fCMKxtQbChJXYCw&start=90&sa=N&ved=2ahUKEwi-qPnQ_Nn3AhXCWM0KHUJCBbsQ8tMDegQIARBH'}",Soil contamination,en,NG,65
0,1,https://www.google.com/search?q=Greenhouse+gas&gl=NG&hl=en&ei=Bv98Yp-2CsTl_Qb_37jYBw&start=10&sa=N&ved=2ahUKEwif0e_S_Nn3AhXEct8KHf8vDnsQ8NMDegQIARBL,"{'2': 'https://www.google.com/search?q=Greenhouse+gas&gl=NG&hl=en&ei=Bv98Yp-2CsTl_Qb_37jYBw&start=10&sa=N&ved=2ahUKEwif0e_S_Nn3AhXEct8KHf8vDnsQ8tMDegQIARA5', '3': 'https://www.google.com/search?q=Greenhouse+gas&gl=NG&hl=en&ei=Bv98Yp-2CsTl_Qb_37jYBw&start=20&sa=N&ved=2ahUKEwif0e_S_Nn3AhXEct8KHf8vDnsQ8tMDegQIARA7', '4': 'https://www.google.com/search?q=Greenhouse+gas&gl=NG&hl=en&ei=Bv98Yp-2CsTl_Qb_37jYBw&start=30&sa=N&ved=2ahUKEwif0e_S_Nn3AhXEct8KHf8vDnsQ8tMDegQIARA9', '5': 'https://www.google.com/search?q=Greenhouse+gas&gl=NG&hl=en&ei=Bv98Yp-2CsTl_Qb_37jYBw&start=40&sa=N&ved=2ahUKEwif0e_S_Nn3AhXEct8KHf8vDnsQ8tMDegQIARA_', '6': 'https://www.google.com/search?q=Greenhouse+gas&gl=NG&hl=en&ei=Bv98Yp-2CsTl_Qb_37jYBw&start=50&sa=N&ved=2ahUKEwif0e_S_Nn3AhXEct8KHf8vDnsQ8tMDegQIARBB', '7': 'https://www.google.com/search?q=Greenhouse+gas&gl=NG&hl=en&ei=Bv98Yp-2CsTl_Qb_37jYBw&start=60&sa=N&ved=2ahUKEwif0e_S_Nn3AhXEct8KHf8vDnsQ8tMDegQIARBD', '8': 'https://www.google.com/search?q=Greenhouse+gas&gl=NG&hl=en&ei=Bv98Yp-2CsTl_Qb_37jYBw&start=70&sa=N&ved=2ahUKEwif0e_S_Nn3AhXEct8KHf8vDnsQ8tMDegQIARBF', '9': 'https://www.google.com/search?q=Greenhouse+gas&gl=NG&hl=en&ei=Bv98Yp-2CsTl_Qb_37jYBw&start=80&sa=N&ved=2ahUKEwif0e_S_Nn3AhXEct8KHf8vDnsQ8tMDegQIARBH', '10': 'https://www.google.com/search?q=Greenhouse+gas&gl=NG&hl=en&ei=Bv98Yp-2CsTl_Qb_37jYBw&start=90&sa=N&ved=2ahUKEwif0e_S_Nn3AhXEct8KHf8vDnsQ8tMDegQIARBJ'}",Greenhouse gas,en,NG,66
0,1,https://www.google.com/search?q=Infection&hl=en&gl=NG&ei=CP98Yo-JIfC1ggetv6uACw&start=10&sa=N&ved=2ahUKEwiPrYDU_Nn3AhXwmuAKHa3fCrAQ8NMDegQIARBK,"{'2': 'https://www.google.com/search?q=Infection&hl=en&gl=NG&ei=CP98Yo-JIfC1ggetv6uACw&start=10&sa=N&ved=2ahUKEwiPrYDU_Nn3AhXwmuAKHa3fCrAQ8tMDegQIARA4', '3': 'https://www.google.com/search?q=Infection&hl=en&gl=NG&ei=CP98Yo-JIfC1ggetv6uACw&start=20&sa=N&ved=2ahUKEwiPrYDU_Nn3AhXwmuAKHa3fCrAQ8tMDegQIARA6', '4': 'https://www.google.com/search?q=Infection&hl=en&gl=NG&ei=CP98Yo-JIfC1ggetv6uACw&start=30&sa=N&ved=2ahUKEwiPrYDU_Nn3AhXwmuAKHa3fCrAQ8tMDegQIARA8', '5': 'https://www.google.com/search?q=Infection&hl=en&gl=NG&ei=CP98Yo-JIfC1ggetv6uACw&start=40&sa=N&ved=2ahUKEwiPrYDU_Nn3AhXwmuAKHa3fCrAQ8tMDegQIARA-', '6': 'https://www.google.com/search?q=Infection&hl=en&gl=NG&ei=CP98Yo-JIfC1ggetv6uACw&start=50&sa=N&ved=2ahUKEwiPrYDU_Nn3AhXwmuAKHa3fCrAQ8tMDegQIARBA', '7': 'https://www.google.com/search?q=Infection&hl=en&gl=NG&ei=CP98Yo-JIfC1ggetv6uACw&start=60&sa=N&ved=2ahUKEwiPrYDU_Nn3AhXwmuAKHa3fCrAQ8tMDegQIARBC', '8': 'https://www.google.com/search?q=Infection&hl=en&gl=NG&ei=CP98Yo-JIfC1ggetv6uACw&start=70&sa=N&ved=2ahUKEwiPrYDU_Nn3AhXwmuAKHa3fCrAQ8tMDegQIARBE', '9': 'https://www.google.com/search?q=Infection&hl=en&gl=NG&ei=CP98Yo-JIfC1ggetv6uACw&start=80&sa=N&ved=2ahUKEwiPrYDU_Nn3AhXwmuAKHa3fCrAQ8tMDegQIARBG', '10': 'https://www.google.com/search?q=Infection&hl=en&gl=NG&ei=CP98Yo-JIfC1ggetv6uACw&start=90&sa=N&ved=2ahUKEwiPrYDU_Nn3AhXwmuAKHa3fCrAQ8tMDegQIARBI'}",Infection,en,NG,68
0,1,https://www.google.com/search?q=Flood&hl=en&gl=NG&ei=EP98YobaIeOpggfsz7CYDA&start=10&sa=N&ved=2ahUKEwiGounX_Nn3AhXjlOAKHewnDMMQ8NMDegQIAhBL,"{'2': 'https://www.google.com/search?q=Flood&hl=en&gl=NG&ei=EP98YobaIeOpggfsz7CYDA&start=10&sa=N&ved=2ahUKEwiGounX_Nn3AhXjlOAKHewnDMMQ8tMDegQIAhA5', '3': 'https://www.google.com/search?q=Flood&hl=en&gl=NG&ei=EP98YobaIeOpggfsz7CYDA&start=20&sa=N&ved=2ahUKEwiGounX_Nn3AhXjlOAKHewnDMMQ8tMDegQIAhA7', '4': 'https://www.google.com/search?q=Flood&hl=en&gl=NG&ei=EP98YobaIeOpggfsz7CYDA&start=30&sa=N&ved=2ahUKEwiGounX_Nn3AhXjlOAKHewnDMMQ8tMDegQIAhA9', '5': 'https://www.google.com/search?q=Flood&hl=en&gl=NG&ei=EP98YobaIeOpggfsz7CYDA&start=40&sa=N&ved=2ahUKEwiGounX_Nn3AhXjlOAKHewnDMMQ8tMDegQIAhA_', '6': 'https://www.google.com/search?q=Flood&hl=en&gl=NG&ei=EP98YobaIeOpggfsz7CYDA&start=50&sa=N&ved=2ahUKEwiGounX_Nn3AhXjlOAKHewnDMMQ8tMDegQIAhBB', '7': 'https://www.google.com/search?q=Flood&hl=en&gl=NG&ei=EP98YobaIeOpggfsz7CYDA&start=60&sa=N&ved=2ahUKEwiGounX_Nn3AhXjlOAKHewnDMMQ8tMDegQIAhBD', '8': 'https://www.google.com/search?q=Flood&hl=en&gl=NG&ei=EP98YobaIeOpggfsz7CYDA&start=70&sa=N&ved=2ahUKEwiGounX_Nn3AhXjlOAKHewnDMMQ8tMDegQIAhBF', '9': 'https://www.google.com/search?q=Flood&hl=en&gl=NG&ei=EP98YobaIeOpggfsz7CYDA&start=80&sa=N&ved=2ahUKEwiGounX_Nn3AhXjlOAKHewnDMMQ8tMDegQIAhBH', '10': 'https://www.google.com/search?q=Flood&hl=en&gl=NG&ei=EP98YobaIeOpggfsz7CYDA&start=90&sa=N&ved=2ahUKEwiGounX_Nn3AhXjlOAKHewnDMMQ8tMDegQIAhBJ'}",Flood,en,NG,70
0,1,https://www.google.com/search?q=Drought&hl=en&gl=NG&ei=E_98Yp7YCouq_QaH2rLQBg&start=10&sa=N&ved=2ahUKEwjerYnZ_Nn3AhULVd8KHQetDGoQ8NMDegQIAhBL,"{'2': 'https://www.google.com/search?q=Drought&hl=en&gl=NG&ei=E_98Yp7YCouq_QaH2rLQBg&start=10&sa=N&ved=2ahUKEwjerYnZ_Nn3AhULVd8KHQetDGoQ8tMDegQIAhA5', '3': 'https://www.google.com/search?q=Drought&hl=en&gl=NG&ei=E_98Yp7YCouq_QaH2rLQBg&start=20&sa=N&ved=2ahUKEwjerYnZ_Nn3AhULVd8KHQetDGoQ8tMDegQIAhA7', '4': 'https://www.google.com/search?q=Drought&hl=en&gl=NG&ei=E_98Yp7YCouq_QaH2rLQBg&start=30&sa=N&ved=2ahUKEwjerYnZ_Nn3AhULVd8KHQetDGoQ8tMDegQIAhA9', '5': 'https://www.google.com/search?q=Drought&hl=en&gl=NG&ei=E_98Yp7YCouq_QaH2rLQBg&start=40&sa=N&ved=2ahUKEwjerYnZ_Nn3AhULVd8KHQetDGoQ8tMDegQIAhA_', '6': 'https://www.google.com/search?q=Drought&hl=en&gl=NG&ei=E_98Yp7YCouq_QaH2rLQBg&start=50&sa=N&ved=2ahUKEwjerYnZ_Nn3AhULVd8KHQetDGoQ8tMDegQIAhBB', '7': 'https://www.google.com/search?q=Drought&hl=en&gl=NG&ei=E_98Yp7YCouq_QaH2rLQBg&start=60&sa=N&ved=2ahUKEwjerYnZ_Nn3AhULVd8KHQetDGoQ8tMDegQIAhBD', '8': 'https://www.google.com/search?q=Drought&hl=en&gl=NG&ei=E_98Yp7YCouq_QaH2rLQBg&start=70&sa=N&ved=2ahUKEwjerYnZ_Nn3AhULVd8KHQetDGoQ8tMDegQIAhBF', '9': 'https://www.google.com/search?q=Drought&hl=en&gl=NG&ei=E_98Yp7YCouq_QaH2rLQBg&start=80&sa=N&ved=2ahUKEwjerYnZ_Nn3AhULVd8KHQetDGoQ8tMDegQIAhBH', '10': 'https://www.google.com/search?q=Drought&hl=en&gl=NG&ei=E_98Yp7YCouq_QaH2rLQBg&start=90&sa=N&ved=2ahUKEwjerYnZ_Nn3AhULVd8KHQetDGoQ8tMDegQIAhBJ'}",Drought,en,NG,71
0,1,https://www.google.com/search?q=%D7%AA%D7%AA+%D7%AA%D7%96%D7%95%D7%A0%D7%94&gl=IL&hl=iw&ei=Ff98YqGtL_qLytMP27ucsAs&start=10&sa=N&ved=2ahUKEwjhi6ja_Nn3AhX6hXIEHdsdB7YQ8NMDegQIARBP,"{'2': 'https://www.google.com/search?q=%D7%AA%D7%AA+%D7%AA%D7%96%D7%95%D7%A0%D7%94&gl=IL&hl=iw&ei=Ff98YqGtL_qLytMP27ucsAs&start=10&sa=N&ved=2ahUKEwjhi6ja_Nn3AhX6hXIEHdsdB7YQ8tMDegQIARA9', '3': 'https://www.google.com/search?q=%D7%AA%D7%AA+%D7%AA%D7%96%D7%95%D7%A0%D7%94&gl=IL&hl=iw&ei=Ff98YqGtL_qLytMP27ucsAs&start=20&sa=N&ved=2ahUKEwjhi6ja_Nn3AhX6hXIEHdsdB7YQ8tMDegQIARA_', '4': 'https://www.google.com/search?q=%D7%AA%D7%AA+%D7%AA%D7%96%D7%95%D7%A0%D7%94&gl=IL&hl=iw&ei=Ff98YqGtL_qLytMP27ucsAs&start=30&sa=N&ved=2ahUKEwjhi6ja_Nn3AhX6hXIEHdsdB7YQ8tMDegQIARBB', '5': 'https://www.google.com/search?q=%D7%AA%D7%AA+%D7%AA%D7%96%D7%95%D7%A0%D7%94&gl=IL&hl=iw&ei=Ff98YqGtL_qLytMP27ucsAs&start=40&sa=N&ved=2ahUKEwjhi6ja_Nn3AhX6hXIEHdsdB7YQ8tMDegQIARBD', '6': 'https://www.google.com/search?q=%D7%AA%D7%AA+%D7%AA%D7%96%D7%95%D7%A0%D7%94&gl=IL&hl=iw&ei=Ff98YqGtL_qLytMP27ucsAs&start=50&sa=N&ved=2ahUKEwjhi6ja_Nn3AhX6hXIEHdsdB7YQ8tMDegQIARBF', '7': 'https://www.google.com/search?q=%D7%AA%D7%AA+%D7%AA%D7%96%D7%95%D7%A0%D7%94&gl=IL&hl=iw&ei=Ff98YqGtL_qLytMP27ucsAs&start=60&sa=N&ved=2ahUKEwjhi6ja_Nn3AhX6hXIEHdsdB7YQ8tMDegQIARBH', '8': 'https://www.google.com/search?q=%D7%AA%D7%AA+%D7%AA%D7%96%D7%95%D7%A0%D7%94&gl=IL&hl=iw&ei=Ff98YqGtL_qLytMP27ucsAs&start=70&sa=N&ved=2ahUKEwjhi6ja_Nn3AhX6hXIEHdsdB7YQ8tMDegQIARBJ', '9': 'https://www.google.com/search?q=%D7%AA%D7%AA+%D7%AA%D7%96%D7%95%D7%A0%D7%94&gl=IL&hl=iw&ei=Ff98YqGtL_qLytMP27ucsAs&start=80&sa=N&ved=2ahUKEwjhi6ja_Nn3AhX6hXIEHdsdB7YQ8tMDegQIARBL', '10': 'https://www.google.com/search?q=%D7%AA%D7%AA+%D7%AA%D7%96%D7%95%D7%A0%D7%94&gl=IL&hl=iw&ei=Ff98YqGtL_qLytMP27ucsAs&start=90&sa=N&ved=2ahUKEwjhi6ja_Nn3AhX6hXIEHdsdB7YQ8tMDegQIARBN'}",תת תזונה,iw,IL,53
