,title,items,see_more_link,see_more_serpapi_link,query,lang,country,termid
0,Words about climate change,"[{'name': 'Greenhouse effect', 'image': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1LfjkietxdKKFSASUE1NU-M-HJlIbsI99teo3uRjaIVlnUe62O9CZ&s=0', 'link': 'https://www.google.com/search?hl=en&gl=US&q=Greenhouse+effect&stick=H4sIAAAAAAAAAOOQUeLQz9U3MLYwKDSSKs8vSilWSEzKLy1RSM7JzE0sSVVIzkjMS0-N4nMvSk3Ny8gvLU5VSE8sPsUI13aKkVc_Xd_QMMmsuNwkK6fkFCMnSMosLz3XDKrM3DI7GSqcbF5gnHKKkQvENgFKpKdDJUzL83KMoOqTi83ifzFKheN0TgML4yJWQSQnpaalpSaX3GKTZDD92Mp0xM_mZKfRxVzFI8nh4v4T5dcUltUAAODs_w_qAAAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQs9oBKAB6BAhGEAI', 'serpapi_link': 'https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=Greenhouse+effect&stick=H4sIAAAAAAAAAOOQUeLQz9U3MLYwKDSSKs8vSilWSEzKLy1RSM7JzE0sSVVIzkjMS0-N4nMvSk3Ny8gvLU5VSE8sPsUI13aKkVc_Xd_QMMmsuNwkK6fkFCMnSMosLz3XDKrM3DI7GSqcbF5gnHKKkQvENgFKpKdDJUzL83KMoOqTi83ifzFKheN0TgML4yJWQSQnpaalpSaX3GKTZDD92Mp0xM_mZKfRxVzFI8nh4v4T5dcUltUAAODs_w_qAAAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz'}, {'name': 'Greenhouse gas emissions', 'image': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7vF5acSlvKIT8jMrGP2H-VufngJo8de8eMTDlvRAn0TL0f1doCnzD&s=0', 'link': 'https://www.google.com/search?hl=en&gl=US&q=Greenhouse+gas+emissions&stick=H4sIAAAAAAAAAOOQUeLVT9c3NEwyKy43ycopMZIqzy9KKVZITMovLVFIzsnMTSxJVUjOSMxLT43icy9KTc3LyC8tTlVITyw-xcihn6tvYGxhUHiKEdWYU4ycICmzvPRcM6gyc8vsZKhwsnmBccopRi4Q2wQokZ4OlTAtz8sxgqpPLjaL_8UoFY7TOQ0sjItYJVCdpJCam1lcnJmfV3yLTZLB9GMr0xE_m5OdRhdzFY8kh4v7T5RfU1hWAwATR9D29gAAAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQs9oBKAF6BAhGEAM', 'serpapi_link': 'https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=Greenhouse+gas+emissions&stick=H4sIAAAAAAAAAOOQUeLVT9c3NEwyKy43ycopMZIqzy9KKVZITMovLVFIzsnMTSxJVUjOSMxLT43icy9KTc3LyC8tTlVITyw-xcihn6tvYGxhUHiKEdWYU4ycICmzvPRcM6gyc8vsZKhwsnmBccopRi4Q2wQokZ4OlTAtz8sxgqpPLjaL_8UoFY7TOQ0sjItYJVCdpJCam1lcnJmfV3yLTZLB9GMr0xE_m5OdRhdzFY8kh4v7T5RfU1hWAwATR9D29gAAAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz'}, {'name': 'Climate change mitigation', 'image': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdbgWfpPQLe9ZpAFSb7X1A6F54-HxJmkUnpvbD0Af4NhFD_ItclMja&s=0', 'link': 'https://www.google.com/search?hl=en&gl=US&q=Climate+change+mitigation&stick=H4sIAAAAAAAAAOOQUeLUz9U3MMtLzzUzkirPL0opVkhMyi8tUUjOycxNLElVSM5IzEtPjeJzL0pNzcvILy1OVUhPLD7FyAHSZ2xhUHiKkVc_Xd_QMMmsuNwkK6fkFCPCSKgyc8vsZKhwsnmBccopRi4Q2wQokZ4OlTAtz8sxgqpPLjaL_8UoFY7TOQ0sjItYJZ1RxBRyM0sy0xNLMvPzbrFJMph-bGU64mdzstPoYq7ikeRwcf-J8msKy2oA57rJ6fMAAAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQs9oBKAJ6BAhGEAQ', 'serpapi_link': 'https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=Climate+change+mitigation&stick=H4sIAAAAAAAAAOOQUeLUz9U3MMtLzzUzkirPL0opVkhMyi8tUUjOycxNLElVSM5IzEtPjeJzL0pNzcvILy1OVUhPLD7FyAHSZ2xhUHiKkVc_Xd_QMMmsuNwkK6fkFCPCSKgyc8vsZKhwsnmBccopRi4Q2wQokZ4OlTAtz8sxgqpPLjaL_8UoFY7TOQ0sjItYJZ1RxBRyM0sy0xNLMvPzbrFJMph-bGU64mdzstPoYq7ikeRwcf-J8msKy2oA57rJ6fMAAAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz'}, {'name': 'Sea level rise', 'image': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa2W_kKQ_xS4iu69Wf7glmG0X1IEOUe6ipbGWn_GBTSU0hcPOECkKr&s=0', 'link': 'https://www.google.com/search?hl=en&gl=US&q=Sea+level+rise&stick=H4sIAAAAAAAAAOOQUeLQz9U3MLfMTjaSKs8vSilWSEzKLy1RSM7JzE0sSVVIzkjMS0-N4nMvSk3Ny8gvLU5VSE8sPsUI1mZsYVB4ipFXP13f0DDJrLjcJCun5BQjJ0jKLC891wyqDGQ6VDjZvMA45RQjF4htApRIT4dKmJbn5RhB1ScXm8X_YpQKx-mcBhbGRax8wamJCjmpZak5CkWZxam32CQZTD-2Mh3xsznZaXQxV_FIcri4_0T5NYVlNQCWTYAv5wAAAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQs9oBKAN6BAhGEAU', 'serpapi_link': 'https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=Sea+level+rise&stick=H4sIAAAAAAAAAOOQUeLQz9U3MLfMTjaSKs8vSilWSEzKLy1RSM7JzE0sSVVIzkjMS0-N4nMvSk3Ny8gvLU5VSE8sPsUI1mZsYVB4ipFXP13f0DDJrLjcJCun5BQjJ0jKLC891wyqDGQ6VDjZvMA45RQjF4htApRIT4dKmJbn5RhB1ScXm8X_YpQKx-mcBhbGRax8wamJCjmpZak5CkWZxam32CQZTD-2Mh3xsznZaXQxV_FIcri4_0T5NYVlNQCWTYAv5wAAAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz'}, {'name': 'Carbon sequestrat...', 'image': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAxiRjkC7ahogCnVhrHyGzegChMgxMb_yjhUjoxyIkqFj4ImP6by3H&s=0', 'link': 'https://www.google.com/search?hl=en&gl=US&q=Carbon+sequestration&stick=H4sIAAAAAAAAAOOQUeLUz9U3SDYvME4xkirPL0opVkhMyi8tUUjOycxNLElVSM5IzEtPjeJzL0pNzcvILy1OVUhPLD7FyAHSZ2xhUHiKkVc_Xd_QMMmsuNwkK6fkFCPYSLO89FwzqDJzy-xkqDDYplOMXCC2CVAiPR0qYVqel2MEVZ9cbBb_i1EqHKdzGlgYF7GKOCcWJeXnKRSnFpamFpcUJZZk5ufdYpNkMP3YynTEz-Zkp9HFXMUjyeHi_hPl1xSW1QAAUaDW6e4AAAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQs9oBKAR6BAhGEAY', 'serpapi_link': 'https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=Carbon+sequestration&stick=H4sIAAAAAAAAAOOQUeLUz9U3SDYvME4xkirPL0opVkhMyi8tUUjOycxNLElVSM5IzEtPjeJzL0pNzcvILy1OVUhPLD7FyAHSZ2xhUHiKkVc_Xd_QMMmsuNwkK6fkFCPYSLO89FwzqDJzy-xkqDDYplOMXCC2CVAiPR0qYVqel2MEVZ9cbBb_i1EqHKdzGlgYF7GKOCcWJeXnKRSnFpamFpcUJZZk5ufdYpNkMP3YynTEz-Zkp9HFXMUjyeHi_hPl1xSW1QAAUaDW6e4AAAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz'}, {'name': 'Tipping points in the climate sy...', 'image': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2ZSfP1bfpOzJB2J6k5EPdISFGIsxuqoi0yOAStwwjLPWz57CYbtYC&s=0', 'link': 'https://www.google.com/search?hl=en&gl=US&q=Tipping+points+in+the+climate+system&stick=H4sIAAAAAAAAAOOQUeLSz9U3MDEwt0xPN5Iqzy9KKVZITMovLVFIzsnMTSxJVUjOSMxLT43icy9KTc3LyC8tTlVITyw-xcgB0mhsYVB4ipFXP13f0DDJrLjcJCun5BQjJ0jKLC891wyqzNwyOxkqnGxeYJxyihHJWqiEaXlejhFUfXKxWfwvRqlwnM5pYGFcxKoSkllQkJmXrlCQn5lXUqyQmadQkpEKV1lcWVySmnuLTZLB9GMr0xE_m5OdRhdzFY8kh4v7T5RfU1hWAwDJl6qg_wAAAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQs9oBKAV6BAhGEAc', 'serpapi_link': 'https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=Tipping+points+in+the+climate+system&stick=H4sIAAAAAAAAAOOQUeLSz9U3MDEwt0xPN5Iqzy9KKVZITMovLVFIzsnMTSxJVUjOSMxLT43icy9KTc3LyC8tTlVITyw-xcgB0mhsYVB4ipFXP13f0DDJrLjcJCun5BQjJ0jKLC891wyqzNwyOxkqnGxeYJxyihHJWqiEaXlejhFUfXKxWfwvRqlwnM5pYGFcxKoSkllQkJmXrlCQn5lXUqyQmadQkpEKV1lcWVySmnuLTZLB9GMr0xE_m5OdRhdzFY8kh4v7T5RfU1hWAwDJl6qg_wAAAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz'}]",https://www.google.com/search?hl=en&gl=US&q=Words+about+climate+change&stick=H4sIAAAAAAAAAOOQMZIqzy9KKVZITMovLVFIzsnMTSxJVUjOSMxLT43icy9KTc3LyC8tTlVITyw-xcihn6tvYGxhUHiKkVc_Xd_QMMmsuNwkK6fkFCMnSMosLz3XDKrM3DI7GSqcbF5gnHKKkQvENgFKpKdDJUzL83KMoOqTi83ifzFKheN0TgML4yJWPPK32CQZTD-2Mh3xsznZaXQxV_FIcri4_0T5NYVlNQA2o-8C6QAAAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQ4qYDegQIRhAI,https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=Words+about+climate+change&stick=H4sIAAAAAAAAAOOQMZIqzy9KKVZITMovLVFIzsnMTSxJVUjOSMxLT43icy9KTc3LyC8tTlVITyw-xcihn6tvYGxhUHiKkVc_Xd_QMMmsuNwkK6fkFCMnSMosLz3XDKrM3DI7GSqcbF5gnHKKkQvENgFKpKdDJUzL83KMoOqTi83ifzFKheN0TgML4yJWPPK32CQZTD-2Mh3xsznZaXQxV_FIcri4_0T5NYVlNQA2o-8C6QAAAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz,Greenhouse gas,en,US,66
1,Which countries produce the most greenhouse gas emissions,"[{'name': 'United States', 'image': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFk2TAxjRJmp5zX22mbj36KaCrrE6Hym2USJyq&s=0', 'link': 'https://www.google.com/search?hl=en&gl=US&q=United+States&stick=H4sIAAAAAAAAAOOQUeLUz9U3sEw2LzcwsizPyEzOUEjOL80rKcpMLVYoKMpPKU1OVSjJSFXIzS8uUUgvSk3Ny8gvLU5VSE8sVkjNzSwuzszPK47ic0eROcWIMBbKTjEwLTc-xcgBYpsl5VVBmcZF2QgVZgbpMOF44xQY08Q0A8o0NE0rgjLNi4uTofrSLHIsk38xWoaT6_oGFsZFrLyheZklqSkKwSWJJanFt9gkGUw_tjLNUGA4dKVqd2xNcpFqLftXtbrNV-YCAEBmKlg1AQAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQs9oBKAB6BAhLEAI', 'serpapi_link': 'https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=United+States&stick=H4sIAAAAAAAAAOOQUeLUz9U3sEw2LzcwsizPyEzOUEjOL80rKcpMLVYoKMpPKU1OVSjJSFXIzS8uUUgvSk3Ny8gvLU5VSE8sVkjNzSwuzszPK47ic0eROcWIMBbKTjEwLTc-xcgBYpsl5VVBmcZF2QgVZgbpMOF44xQY08Q0A8o0NE0rgjLNi4uTofrSLHIsk38xWoaT6_oGFsZFrLyheZklqSkKwSWJJanFt9gkGUw_tjLNUGA4dKVqd2xNcpFqLftXtbrNV-YCAEBmKlg1AQAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz'}, {'name': 'China', 'image': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSD25U8QzzzikZ2XOzYfIRDn7CnSbVDb218WQlr&s=0', 'link': 'https://www.google.com/search?hl=en&gl=US&q=China&stick=H4sIAAAAAAAAAOOQUeLUz9U3SDEwLTc2sizPyEzOUEjOL80rKcpMLVYoKMpPKU1OVSjJSFXIzS8uUUgvSk3Ny8gvLU5VSE8sVkjNzSwuzszPK47ic0eROcUINtYy2bzcAMoGW3GKkQPENkvKq4IyjYuyESrMDNJhwvHGKTCmiWkGlGlomlYEZZoXFydD9aVZ5Fgm_2K0DCfX9Q0sjItYWZ0zMvMSb7FJMph-bGWaocBw6ErV7tia5CLVWvavanWbr8wFAN4DZPktAQAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQs9oBKAF6BAhLEAM', 'serpapi_link': 'https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=China&stick=H4sIAAAAAAAAAOOQUeLUz9U3SDEwLTc2sizPyEzOUEjOL80rKcpMLVYoKMpPKU1OVSjJSFXIzS8uUUgvSk3Ny8gvLU5VSE8sVkjNzSwuzszPK47ic0eROcUINtYy2bzcAMoGW3GKkQPENkvKq4IyjYuyESrMDNJhwvHGKTCmiWkGlGlomlYEZZoXFydD9aVZ5Fgm_2K0DCfX9Q0sjItYWZ0zMvMSb7FJMph-bGWaocBw6ErV7tia5CLVWvavanWbr8wFAN4DZPktAQAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz'}, {'name': 'Russia', 'image': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiKai1l2rDcCe0lY3ptPAzs63rxjDGcsVGKNW0&s=0', 'link': 'https://www.google.com/search?hl=en&gl=US&q=Russia&stick=H4sIAAAAAAAAAOOQUeLQz9U3MEvKqzKyLM_ITM5QSM4vzSspykwtVigoyk8pTU5VKMlIVcjNLy5RSC9KTc3LyC8tTlVITyxWSM3NLC7OzM8rjuJzR5E5xcgJMtUy2bzcAMpOMTAtNz7FCLcNyjQuykaoMDNIhwnHG6fAmCamGVCmoWlaEZRpXlycDNWXZpFjmfyL0TKcXNc3sDAuYmULKgXyEm-xSTKYfmxlmqHAcOhK1e7YmuQi1Vr2r2p1m6_MBQBRn8TaLQEAAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQs9oBKAJ6BAhLEAQ', 'serpapi_link': 'https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=Russia&stick=H4sIAAAAAAAAAOOQUeLQz9U3MEvKqzKyLM_ITM5QSM4vzSspykwtVigoyk8pTU5VKMlIVcjNLy5RSC9KTc3LyC8tTlVITyxWSM3NLC7OzM8rjuJzR5E5xcgJMtUy2bzcAMpOMTAtNz7FCLcNyjQuykaoMDNIhwnHG6fAmCamGVCmoWlaEZRpXlycDNWXZpFjmfyL0TKcXNc3sDAuYmULKgXyEm-xSTKYfmxlmqHAcOhK1e7YmuQi1Vr2r2p1m6_MBQBRn8TaLQEAAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz'}, {'name': 'India', 'image': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZNuL-GKiYXuY_wpPDvP2F7mPL5X4g85YgDs1B&s=0', 'link': 'https://www.google.com/search?hl=en&gl=US&q=India&stick=H4sIAAAAAAAAAOOQUeLQz9U3MC7KNjCyLM_ITM5QSM4vzSspykwtVigoyk8pTU5VKMlIVcjNLy5RSC9KTc3LyC8tTlVITyxWSM3NLC7OzM8rjuJzR5E5xcgJMtUy2bzcAMpOMTAtNz7FCLbNLCmvCsoEWQxXYWaQDhOON06BMU1MM6BMQ9O0IijTvLg4GaovzSLHMvkXo2U4ua5vYGFcxMrqmZeSmXiLTZLB9GMr0wwFhkNXqnbH1iQXqdayf1Wr23xlLgBdlb3vLAEAAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQs9oBKAN6BAhLEAU', 'serpapi_link': 'https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=India&stick=H4sIAAAAAAAAAOOQUeLQz9U3MC7KNjCyLM_ITM5QSM4vzSspykwtVigoyk8pTU5VKMlIVcjNLy5RSC9KTc3LyC8tTlVITyxWSM3NLC7OzM8rjuJzR5E5xcgJMtUy2bzcAMpOMTAtNz7FCLbNLCmvCsoEWQxXYWaQDhOON06BMU1MM6BMQ9O0IijTvLg4GaovzSLHMvkXo2U4ua5vYGFcxMrqmZeSmXiLTZLB9GMr0wwFhkNXqnbH1iQXqdayf1Wr23xlLgBdlb3vLAEAAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz'}, {'name': 'Canada', 'image': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRh2C_l1i1SJJ37fNTk5-xAa12oK1OEoWg7UDX5&s=0', 'link': 'https://www.google.com/search?hl=en&gl=US&q=Canada&stick=H4sIAAAAAAAAAOOQUeLUz9U3SDEwM0g3sizPyEzOUEjOL80rKcpMLVYoKMpPKU1OVSjJSFXIzS8uUUgvSk3Ny8gvLU5VSE8sVkjNzSwuzszPK47ic0eROcUINtYy2bzcAMpOMTAtNz7FyAFimyXlVUGZxkXZCBVAR8CE441TYEwT0wwo09A0rQjKNC8uTobqS7PIsUz-xWgZTq7rG1gYF7GyOSfmJaYk3mKTZDD92Mo0Q4Hh0JWq3bE1yUWqtexf1eo2X5kLAFRZUJUuAQAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQs9oBKAR6BAhLEAY', 'serpapi_link': 'https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=Canada&stick=H4sIAAAAAAAAAOOQUeLUz9U3SDEwM0g3sizPyEzOUEjOL80rKcpMLVYoKMpPKU1OVSjJSFXIzS8uUUgvSk3Ny8gvLU5VSE8sVkjNzSwuzszPK47ic0eROcUINtYy2bzcAMpOMTAtNz7FyAFimyXlVUGZxkXZCBVAR8CE441TYEwT0wwo09A0rQjKNC8uTobqS7PIsUz-xWgZTq7rG1gYF7GyOSfmJaYk3mKTZDD92Mo0Q4Hh0JWq3bE1yUWqtexf1eo2X5kLAFRZUJUuAQAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz'}, {'name': 'Japan', 'image': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjJMMxVwi4iiP9uZO8WJ_Zd0KRDSalKmn0KOGr&s=0', 'link': 'https://www.google.com/search?hl=en&gl=US&q=Japan&stick=H4sIAAAAAAAAAOOQUeLQz9U3MI43TjGyLM_ITM5QSM4vzSspykwtVigoyk8pTU5VKMlIVcjNLy5RSC9KTc3LyC8tTlVITyxWSM3NLC7OzM8rjuJzR5E5xcgJMtUy2bzcAMpOMTAtNz7FCLbNLCmvCso0LspGqDAzSIcJA90DY5qYZkCZhqZpRVCmeXFxMlRfmkWOZfIvRstwcl3fwMK4iJXVK7EgMe8WmySD6cdWphkKDIeuVO2OrUkuUq1l_6pWt_nKXABLKJo-LAEAAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQs9oBKAV6BAhLEAc', 'serpapi_link': 'https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=Japan&stick=H4sIAAAAAAAAAOOQUeLQz9U3MI43TjGyLM_ITM5QSM4vzSspykwtVigoyk8pTU5VKMlIVcjNLy5RSC9KTc3LyC8tTlVITyxWSM3NLC7OzM8rjuJzR5E5xcgJMtUy2bzcAMpOMTAtNz7FCLbNLCmvCso0LspGqDAzSIcJA90DY5qYZkCZhqZpRVCmeXFxMlRfmkWOZfIvRstwcl3fwMK4iJXVK7EgMe8WmySD6cdWphkKDIeuVO2OrUkuUq1l_6pWt_nKXABLKJo-LAEAAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz'}]",https://www.google.com/search?hl=en&gl=US&q=Which+countries+produce+the+most+greenhouse+gas+emissions&stick=H4sIAAAAAAAAAOOQMbIsz8hMzlBIzi_NKynKTC1WKCjKTylNTlUoyUhVyM0vLlFIL0pNzcvILy1OVUhPLFZIzc0sLs7MzyuO4nNHkTnFyKmfq29gmWxebgBlpxiYlhufYuQAsc2S8qqgTOOibIQKM4N0mHC8cQqMaWKaAWUamqYVQZnmxcXJUH1pFjmWyb8YLcPJdX0DC-MiVvK132KTZDD92Mo0Q4Hh0JWq3bE1yUWqtexf1eo2X5kLAI5K-H1WAQAA&sa=X&ved=2ahUKEwjUq8q8_Nn3AhXupXIEHR38A-UQ4qYDegQISxAI,https://serpapi.com/search.json?device=desktop&engine=google&gl=US&google_domain=google.com&hl=en&q=Which+countries+produce+the+most+greenhouse+gas+emissions&stick=H4sIAAAAAAAAAOOQMbIsz8hMzlBIzi_NKynKTC1WKCjKTylNTlUoyUhVyM0vLlFIL0pNzcvILy1OVUhPLFZIzc0sLs7MzyuO4nNHkTnFyKmfq29gmWxebgBlpxiYlhufYuQAsc2S8qqgTOOibIQKM4N0mHC8cQqMaWKaAWUamqYVQZnmxcXJUH1pFjmWyb8YLcPJdX0DC-MiVvK132KTZDD92Mo0Q4Hh0JWq3bE1yUWqtexf1eo2X5kLAI5K-H1WAQAA&uule=w%2BCAIQICItV2FzaGluZ3RvbixEaXN0cmljdCBvZiBDb2x1bWJpYSxVbml0ZWQgU3RhdGVz,Greenhouse gas,en,US,66
