,id,status,json_endpoint,created_at,processed_at,google_url,raw_html_file,total_time_taken,query,lang,country,termid
0,627cff0c2348846a3be45eac,Success,https://serpapi.com/searches/69e150cf9f8d8bee/627cff0c2348846a3be45eac.json,2022-05-12 12:35:24 UTC,2022-05-12 12:35:24 UTC,https://www.google.com/search?q=Flood&oq=Flood&uule=w+CAIQICInQWJ1amEsRmVkZXJhbCBDYXBpdGFsIFRlcnJpdG9yeSxOaWdlcmlh&hl=en&gl=NG&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/69e150cf9f8d8bee/627cff0c2348846a3be45eac.html,4.76,Flood,en,NG,70
0,627cff13eb690ff8011af704,Success,https://serpapi.com/searches/eacaf3b5a3c91d72/627cff13eb690ff8011af704.json,2022-05-12 12:35:31 UTC,2022-05-12 12:35:31 UTC,https://www.google.com/search?q=Drought&oq=Drought&uule=w+CAIQICInQWJ1amEsRmVkZXJhbCBDYXBpdGFsIFRlcnJpdG9yeSxOaWdlcmlh&hl=en&gl=NG&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/eacaf3b5a3c91d72/627cff13eb690ff8011af704.html,0.71,Drought,en,NG,71
0,627cff15303eb1c5cbbf3bf7,Success,https://serpapi.com/searches/7a305c5ce769dbd8/627cff15303eb1c5cbbf3bf7.json,2022-05-12 12:35:33 UTC,2022-05-12 12:35:33 UTC,https://www.google.com/search?q=%D7%AA%D7%AA+%D7%AA%D7%96%D7%95%D7%A0%D7%94&oq=%D7%AA%D7%AA+%D7%AA%D7%96%D7%95%D7%A0%D7%94&uule=w+CAIQICIjSmVydXNhbGVtLEplcnVzYWxlbSBEaXN0cmljdCxJc3JhZWw=&hl=iw&gl=IL&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/7a305c5ce769dbd8/627cff15303eb1c5cbbf3bf7.html,1.14,תת תזונה,iw,IL,53
0,627cff179f55b30b2e4134e3,Success,https://serpapi.com/searches/a5ab9ba751a261b1/627cff179f55b30b2e4134e3.json,2022-05-12 12:35:35 UTC,2022-05-12 12:35:35 UTC,https://www.google.com/search?q=%D7%91%D7%98%D7%97%D7%95%D7%9F+%D7%AA%D7%96%D7%95%D7%A0%D7%AA%D7%99&oq=%D7%91%D7%98%D7%97%D7%95%D7%9F+%D7%AA%D7%96%D7%95%D7%A0%D7%AA%D7%99&uule=w+CAIQICIjSmVydXNhbGVtLEplcnVzYWxlbSBEaXN0cmljdCxJc3JhZWw=&hl=iw&gl=IL&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/a5ab9ba751a261b1/627cff179f55b30b2e4134e3.html,4.59,בטחון תזונתי,iw,IL,54
0,627cff1d2bc7d82d0e1ab77f,Success,https://serpapi.com/searches/fc2ddce2e47545a4/627cff1d2bc7d82d0e1ab77f.json,2022-05-12 12:35:41 UTC,2022-05-12 12:35:41 UTC,https://www.google.com/search?q=%D7%A7%D7%9C%D7%95%D7%A8%D7%99%D7%94&oq=%D7%A7%D7%9C%D7%95%D7%A8%D7%99%D7%94&uule=w+CAIQICIjSmVydXNhbGVtLEplcnVzYWxlbSBEaXN0cmljdCxJc3JhZWw=&hl=iw&gl=IL&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/fc2ddce2e47545a4/627cff1d2bc7d82d0e1ab77f.html,1.04,קלוריה,iw,IL,56
0,627cff1f37014cb429e51ba0,Success,https://serpapi.com/searches/55d26919f205679e/627cff1f37014cb429e51ba0.json,2022-05-12 12:35:43 UTC,2022-05-12 12:35:43 UTC,https://www.google.com/search?q=%D7%90%D7%A0%D7%A8%D7%92%D7%99%D7%94+%D7%9E%D7%AA%D7%97%D7%93%D7%A9%D7%AA&oq=%D7%90%D7%A0%D7%A8%D7%92%D7%99%D7%94+%D7%9E%D7%AA%D7%97%D7%93%D7%A9%D7%AA&uule=w+CAIQICIjSmVydXNhbGVtLEplcnVzYWxlbSBEaXN0cmljdCxJc3JhZWw=&hl=iw&gl=IL&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/55d26919f205679e/627cff1f37014cb429e51ba0.html,4.18,אנרגיה מתחדשת,iw,IL,58
0,627cff25f21801efb1ea8e2b,Success,https://serpapi.com/searches/7c99ca843772be91/627cff25f21801efb1ea8e2b.json,2022-05-12 12:35:49 UTC,2022-05-12 12:35:49 UTC,https://www.google.com/search?q=%D7%A9%D7%99%D7%A0%D7%95%D7%99+%D7%90%D7%A7%D7%9C%D7%99%D7%9D&oq=%D7%A9%D7%99%D7%A0%D7%95%D7%99+%D7%90%D7%A7%D7%9C%D7%99%D7%9D&uule=w+CAIQICIjSmVydXNhbGVtLEplcnVzYWxlbSBEaXN0cmljdCxJc3JhZWw=&hl=iw&gl=IL&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/7c99ca843772be91/627cff25f21801efb1ea8e2b.html,6.33,שינוי אקלים,iw,IL,59
0,627cff2c10d74489715b5210,Success,https://serpapi.com/searches/c30b3f91553acf02/627cff2c10d74489715b5210.json,2022-05-12 12:35:56 UTC,2022-05-12 12:35:56 UTC,https://www.google.com/search?q=%D7%96%D7%99%D7%94%D7%95%D7%9D+%D7%A7%D7%A8%D7%A7%D7%A2&oq=%D7%96%D7%99%D7%94%D7%95%D7%9D+%D7%A7%D7%A8%D7%A7%D7%A2&uule=w+CAIQICIjSmVydXNhbGVtLEplcnVzYWxlbSBEaXN0cmljdCxJc3JhZWw=&hl=iw&gl=IL&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/c30b3f91553acf02/627cff2c10d74489715b5210.html,13.27,זיהום קרקע,iw,IL,65
0,627cff3b1d986e14d0eeaecb,Success,https://serpapi.com/searches/ea0fe52fdbdf6ab0/627cff3b1d986e14d0eeaecb.json,2022-05-12 12:36:11 UTC,2022-05-12 12:36:11 UTC,https://www.google.com/search?q=%D7%92%D7%96+%D7%97%D7%9E%D7%9E%D7%94&oq=%D7%92%D7%96+%D7%97%D7%9E%D7%9E%D7%94&uule=w+CAIQICIjSmVydXNhbGVtLEplcnVzYWxlbSBEaXN0cmljdCxJc3JhZWw=&hl=iw&gl=IL&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/ea0fe52fdbdf6ab0/627cff3b1d986e14d0eeaecb.html,0.64,גז חממה,iw,IL,66
0,627cff3d79627c462d98d8ab,Success,https://serpapi.com/searches/1735d58fb1cab36a/627cff3d79627c462d98d8ab.json,2022-05-12 12:36:13 UTC,2022-05-12 12:36:13 UTC,https://www.google.com/search?q=%D7%96%D7%99%D7%94%D7%95%D7%9D+%D7%A8%D7%A4%D7%95%D7%90%D7%94&oq=%D7%96%D7%99%D7%94%D7%95%D7%9D+%D7%A8%D7%A4%D7%95%D7%90%D7%94&uule=w+CAIQICIjSmVydXNhbGVtLEplcnVzYWxlbSBEaXN0cmljdCxJc3JhZWw=&hl=iw&gl=IL&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/1735d58fb1cab36a/627cff3d79627c462d98d8ab.html,2.3,זיהום רפואה,iw,IL,68
0,627cff405fc493a371e1e0f5,Success,https://serpapi.com/searches/1851c1b6c87e1a85/627cff405fc493a371e1e0f5.json,2022-05-12 12:36:16 UTC,2022-05-12 12:36:16 UTC,https://www.google.com/search?q=%D7%A9%D7%99%D7%98%D7%A4%D7%95%D7%9F&oq=%D7%A9%D7%99%D7%98%D7%A4%D7%95%D7%9F&uule=w+CAIQICIjSmVydXNhbGVtLEplcnVzYWxlbSBEaXN0cmljdCxJc3JhZWw=&hl=iw&gl=IL&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/1851c1b6c87e1a85/627cff405fc493a371e1e0f5.html,0.92,שיטפון,iw,IL,70
0,627cff422c0844449ab0573d,Success,https://serpapi.com/searches/f7c8189b52b54b55/627cff422c0844449ab0573d.json,2022-05-12 12:36:18 UTC,2022-05-12 12:36:18 UTC,https://www.google.com/search?q=%D7%91%D7%A6%D7%95%D7%A8%D7%AA&oq=%D7%91%D7%A6%D7%95%D7%A8%D7%AA&uule=w+CAIQICIjSmVydXNhbGVtLEplcnVzYWxlbSBEaXN0cmljdCxJc3JhZWw=&hl=iw&gl=IL&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/f7c8189b52b54b55/627cff422c0844449ab0573d.html,0.71,בצורת,iw,IL,71
0,627cff44af5af1cf12f1e46c,Success,https://serpapi.com/searches/ca341c3ffb73b57f/627cff44af5af1cf12f1e46c.json,2022-05-12 12:36:20 UTC,2022-05-12 12:36:20 UTC,https://www.google.com/search?q=%D0%BD%D0%B5%D0%B4%D0%BE%D1%81%D1%82%D0%B0%D1%82%D0%BE%D1%87%D0%BD%D0%BE%D0%B5+%D0%BF%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D0%B5&oq=%D0%BD%D0%B5%D0%B4%D0%BE%D1%81%D1%82%D0%B0%D1%82%D0%BE%D1%87%D0%BD%D0%BE%D0%B5+%D0%BF%D0%B8%D1%82%D0%B0%D0%BD%D0%B8%D0%B5&uule=w+CAIQICIUTW9zY293LE1vc2NvdyxSdXNzaWE=&hl=ru&gl=RU&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/ca341c3ffb73b57f/627cff44af5af1cf12f1e46c.html,1.02,недостаточное питание,ru,RU,53
0,627cff47b7b1cc8e205c3b40,Success,https://serpapi.com/searches/055cc9afcd465ad1/627cff47b7b1cc8e205c3b40.json,2022-05-12 12:36:23 UTC,2022-05-12 12:36:23 UTC,https://www.google.com/search?q=%D0%9F%D1%80%D0%BE%D0%B4%D0%BE%D0%B2%D0%BE%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F+%D0%B1%D0%B5%D0%B7%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D1%82%D1%8C&oq=%D0%9F%D1%80%D0%BE%D0%B4%D0%BE%D0%B2%D0%BE%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F+%D0%B1%D0%B5%D0%B7%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D1%82%D1%8C&uule=w+CAIQICIUTW9zY293LE1vc2NvdyxSdXNzaWE=&hl=ru&gl=RU&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/055cc9afcd465ad1/627cff47b7b1cc8e205c3b40.html,1.25,Продовольственная безопасность,ru,RU,54
0,627cff49477c0e38ef13ea51,Success,https://serpapi.com/searches/9dfe3a81dd1ef8ae/627cff49477c0e38ef13ea51.json,2022-05-12 12:36:25 UTC,2022-05-12 12:36:25 UTC,https://www.google.com/search?q=%D0%9A%D0%B0%D0%BB%D0%BE%D1%80%D0%B8%D1%8F&oq=%D0%9A%D0%B0%D0%BB%D0%BE%D1%80%D0%B8%D1%8F&uule=w+CAIQICIUTW9zY293LE1vc2NvdyxSdXNzaWE=&hl=ru&gl=RU&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/9dfe3a81dd1ef8ae/627cff49477c0e38ef13ea51.html,8.87,Калория,ru,RU,56
0,627cff548b7ed2b81b76fe36,Success,https://serpapi.com/searches/3bf933f1eca0285b/627cff548b7ed2b81b76fe36.json,2022-05-12 12:36:36 UTC,2022-05-12 12:36:36 UTC,https://www.google.com/search?q=%D0%92%D0%BE%D0%B7%D0%BE%D0%B1%D0%BD%D0%BE%D0%B2%D0%BB%D1%8F%D0%B5%D0%BC%D0%B0%D1%8F+%D1%8D%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D1%8F&oq=%D0%92%D0%BE%D0%B7%D0%BE%D0%B1%D0%BD%D0%BE%D0%B2%D0%BB%D1%8F%D0%B5%D0%BC%D0%B0%D1%8F+%D1%8D%D0%BD%D0%B5%D1%80%D0%B3%D0%B8%D1%8F&uule=w+CAIQICIUTW9zY293LE1vc2NvdyxSdXNzaWE=&hl=ru&gl=RU&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/3bf933f1eca0285b/627cff548b7ed2b81b76fe36.html,8.69,Возобновляемая энергия,ru,RU,58
0,627cff5df55d77a0f542d84b,Success,https://serpapi.com/searches/73f0eefc0dcc049f/627cff5df55d77a0f542d84b.json,2022-05-12 12:36:45 UTC,2022-05-12 12:36:45 UTC,https://www.google.com/search?q=%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5+%D0%BF%D0%BE%D1%82%D0%B5%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5&oq=%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5+%D0%BF%D0%BE%D1%82%D0%B5%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5&uule=w+CAIQICIUTW9zY293LE1vc2NvdyxSdXNzaWE=&hl=ru&gl=RU&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/73f0eefc0dcc049f/627cff5df55d77a0f542d84b.html,1.28,Глобальное потепление,ru,RU,59
0,627cff604d443d13326ce1ed,Success,https://serpapi.com/searches/b709ee7bd7e9f17e/627cff604d443d13326ce1ed.json,2022-05-12 12:36:48 UTC,2022-05-12 12:36:48 UTC,https://www.google.com/search?q=%D0%97%D0%B0%D0%B3%D1%80%D1%8F%D0%B7%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+%D0%BF%D0%BE%D1%87%D0%B2%D1%8B&oq=%D0%97%D0%B0%D0%B3%D1%80%D1%8F%D0%B7%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5+%D0%BF%D0%BE%D1%87%D0%B2%D1%8B&uule=w+CAIQICIUTW9zY293LE1vc2NvdyxSdXNzaWE=&hl=ru&gl=RU&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/b709ee7bd7e9f17e/627cff604d443d13326ce1ed.html,1.25,Загрязнение почвы,ru,RU,65
0,627cff63c47d3c493ab7ec6d,Success,https://serpapi.com/searches/4bab5196a3cb2f86/627cff63c47d3c493ab7ec6d.json,2022-05-12 12:36:51 UTC,2022-05-12 12:36:51 UTC,https://www.google.com/search?q=%D0%9F%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%B5+%D0%B3%D0%B0%D0%B7%D1%8B&oq=%D0%9F%D0%B0%D1%80%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%D1%8B%D0%B5+%D0%B3%D0%B0%D0%B7%D1%8B&uule=w+CAIQICIUTW9zY293LE1vc2NvdyxSdXNzaWE=&hl=ru&gl=RU&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/4bab5196a3cb2f86/627cff63c47d3c493ab7ec6d.html,2.21,Парниковые газы,ru,RU,66
0,627cff661c450ad6992fe260,Success,https://serpapi.com/searches/71b1cbd19850d305/627cff661c450ad6992fe260.json,2022-05-12 12:36:54 UTC,2022-05-12 12:36:54 UTC,https://www.google.com/search?q=%D0%98%D0%BD%D1%84%D0%B5%D0%BA%D1%86%D0%B8%D1%8F&oq=%D0%98%D0%BD%D1%84%D0%B5%D0%BA%D1%86%D0%B8%D1%8F&uule=w+CAIQICIUTW9zY293LE1vc2NvdyxSdXNzaWE=&hl=ru&gl=RU&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/71b1cbd19850d305/627cff661c450ad6992fe260.html,2.3,Инфекция,ru,RU,68
0,627cff6af05eb832d499f305,Success,https://serpapi.com/searches/b66097879991e884/627cff6af05eb832d499f305.json,2022-05-12 12:36:58 UTC,2022-05-12 12:36:58 UTC,https://www.google.com/search?q=%D0%9D%D0%B0%D0%B2%D0%BE%D0%B4%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5&oq=%D0%9D%D0%B0%D0%B2%D0%BE%D0%B4%D0%BD%D0%B5%D0%BD%D0%B8%D0%B5&uule=w+CAIQICIUTW9zY293LE1vc2NvdyxSdXNzaWE=&hl=ru&gl=RU&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/b66097879991e884/627cff6af05eb832d499f305.html,0.66,Наводнение,ru,RU,70
0,627cff6ca3f4ef44a725b522,Success,https://serpapi.com/searches/5f131a9d2c0129e0/627cff6ca3f4ef44a725b522.json,2022-05-12 12:37:00 UTC,2022-05-12 12:37:00 UTC,https://www.google.com/search?q=%D0%97%D0%B0%D1%81%D1%83%D1%85%D0%B0&oq=%D0%97%D0%B0%D1%81%D1%83%D1%85%D0%B0&uule=w+CAIQICIUTW9zY293LE1vc2NvdyxSdXNzaWE=&hl=ru&gl=RU&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/5f131a9d2c0129e0/627cff6ca3f4ef44a725b522.html,1.01,Засуха,ru,RU,71
0,627cff6f437af2826657f015,Success,https://serpapi.com/searches/c5266c397c86625d/627cff6f437af2826657f015.json,2022-05-12 12:37:03 UTC,2022-05-12 12:37:03 UTC,https://www.google.com/search?q=%D8%B3%D9%88%D8%A1+%D8%A7%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9&oq=%D8%B3%D9%88%D8%A1+%D8%A7%D9%84%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9&uule=w+CAIQICIdQ2Fpcm8sQ2Fpcm8gR292ZXJub3JhdGUsRWd5cHQ=&hl=ar&gl=EG&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/c5266c397c86625d/627cff6f437af2826657f015.html,0.68,سوء التغذية,ar,EG,53
0,627cff712236e2b80cf37865,Success,https://serpapi.com/searches/b0b2e6cbc7ae9ce5/627cff712236e2b80cf37865.json,2022-05-12 12:37:05 UTC,2022-05-12 12:37:05 UTC,https://www.google.com/search?q=%D8%A7%D9%84%D8%A7%D9%85%D9%86+%D8%A7%D9%84%D8%BA%D8%B0%D8%A7%D8%A6%D9%8A&oq=%D8%A7%D9%84%D8%A7%D9%85%D9%86+%D8%A7%D9%84%D8%BA%D8%B0%D8%A7%D8%A6%D9%8A&uule=w+CAIQICIdQ2Fpcm8sQ2Fpcm8gR292ZXJub3JhdGUsRWd5cHQ=&hl=ar&gl=EG&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/b0b2e6cbc7ae9ce5/627cff712236e2b80cf37865.html,0.71,الامن الغذائي,ar,EG,54
0,627cff7358762b6e1598df60,Success,https://serpapi.com/searches/3144fa3d06a8a27e/627cff7358762b6e1598df60.json,2022-05-12 12:37:07 UTC,2022-05-12 12:37:07 UTC,https://www.google.com/search?q=%D8%B3%D8%B9%D8%B1%D8%A9+%D8%AD%D8%B1%D8%A7%D8%B1%D9%8A%D8%A9&oq=%D8%B3%D8%B9%D8%B1%D8%A9+%D8%AD%D8%B1%D8%A7%D8%B1%D9%8A%D8%A9&uule=w+CAIQICIdQ2Fpcm8sQ2Fpcm8gR292ZXJub3JhdGUsRWd5cHQ=&hl=ar&gl=EG&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/3144fa3d06a8a27e/627cff7358762b6e1598df60.html,0.62,سعرة حرارية,ar,EG,56
0,627cff7517f923b623f757e6,Success,https://serpapi.com/searches/80f0cfd658f9daad/627cff7517f923b623f757e6.json,2022-05-12 12:37:09 UTC,2022-05-12 12:37:09 UTC,https://www.google.com/search?q=%D8%B7%D8%A7%D9%82%D8%A9+%D9%85%D8%AA%D8%AC%D8%AF%D8%AF%D8%A9&oq=%D8%B7%D8%A7%D9%82%D8%A9+%D9%85%D8%AA%D8%AC%D8%AF%D8%AF%D8%A9&uule=w+CAIQICIdQ2Fpcm8sQ2Fpcm8gR292ZXJub3JhdGUsRWd5cHQ=&hl=ar&gl=EG&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/80f0cfd658f9daad/627cff7517f923b623f757e6.html,0.63,طاقة متجددة,ar,EG,58
0,627cff772348846ae42714bd,Success,https://serpapi.com/searches/02b3a2982eaf7c68/627cff772348846ae42714bd.json,2022-05-12 12:37:11 UTC,2022-05-12 12:37:11 UTC,https://www.google.com/search?q=%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%A8%D8%A7%D8%B3+%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D8%B1%D9%8A&oq=%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%A8%D8%A7%D8%B3+%D8%A7%D9%84%D8%AD%D8%B1%D8%A7%D8%B1%D9%8A&uule=w+CAIQICIdQ2Fpcm8sQ2Fpcm8gR292ZXJub3JhdGUsRWd5cHQ=&hl=ar&gl=EG&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/02b3a2982eaf7c68/627cff772348846ae42714bd.html,1.43,الاحتباس الحراري,ar,EG,59
0,627cff7aaef264ab799a7982,Success,https://serpapi.com/searches/5d1e7a04da55d064/627cff7aaef264ab799a7982.json,2022-05-12 12:37:14 UTC,2022-05-12 12:37:14 UTC,https://www.google.com/search?q=%D8%AA%D9%84%D9%88%D8%AB+%D8%A7%D9%84%D8%AA%D8%B1%D8%A8%D8%A9&oq=%D8%AA%D9%84%D9%88%D8%AB+%D8%A7%D9%84%D8%AA%D8%B1%D8%A8%D8%A9&uule=w+CAIQICIdQ2Fpcm8sQ2Fpcm8gR292ZXJub3JhdGUsRWd5cHQ=&hl=ar&gl=EG&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/5d1e7a04da55d064/627cff7aaef264ab799a7982.html,1.19,تلوث التربة,ar,EG,65
0,627cff7cd5ecf45784f4ccbd,Success,https://serpapi.com/searches/ab96366b0f0dadf6/627cff7cd5ecf45784f4ccbd.json,2022-05-12 12:37:16 UTC,2022-05-12 12:37:16 UTC,https://www.google.com/search?q=%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA+%D8%AF%D9%81%D9%8A%D8%A6%D8%A9&oq=%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA+%D8%AF%D9%81%D9%8A%D8%A6%D8%A9&uule=w+CAIQICIdQ2Fpcm8sQ2Fpcm8gR292ZXJub3JhdGUsRWd5cHQ=&hl=ar&gl=EG&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/ab96366b0f0dadf6/627cff7cd5ecf45784f4ccbd.html,2.85,غازات دفيئة,ar,EG,66
0,627cff81fdca3e08553b38cf,Success,https://serpapi.com/searches/1e794e86674493e3/627cff81fdca3e08553b38cf.json,2022-05-12 12:37:21 UTC,2022-05-12 12:37:21 UTC,https://www.google.com/search?q=%D8%B9%D8%AF%D9%88%D9%89&oq=%D8%B9%D8%AF%D9%88%D9%89&uule=w+CAIQICIdQ2Fpcm8sQ2Fpcm8gR292ZXJub3JhdGUsRWd5cHQ=&hl=ar&gl=EG&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/1e794e86674493e3/627cff81fdca3e08553b38cf.html,3.05,عدوى,ar,EG,68
0,627cff85ca968f48efc649b9,Success,https://serpapi.com/searches/510a426377022c78/627cff85ca968f48efc649b9.json,2022-05-12 12:37:25 UTC,2022-05-12 12:37:25 UTC,https://www.google.com/search?q=%D8%A7%D9%84%D9%81%D9%8A%D8%B6%D8%A7%D9%86&oq=%D8%A7%D9%84%D9%81%D9%8A%D8%B6%D8%A7%D9%86&uule=w+CAIQICIdQ2Fpcm8sQ2Fpcm8gR292ZXJub3JhdGUsRWd5cHQ=&hl=ar&gl=EG&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/510a426377022c78/627cff85ca968f48efc649b9.html,14.98,الفيضان,ar,EG,70
0,627cff965b54ef20a59cee88,Success,https://serpapi.com/searches/d726d9c81d965ff5/627cff965b54ef20a59cee88.json,2022-05-12 12:37:42 UTC,2022-05-12 12:37:42 UTC,https://www.google.com/search?q=%D8%AC%D9%81%D8%A7%D9%81&oq=%D8%AC%D9%81%D8%A7%D9%81&uule=w+CAIQICIdQ2Fpcm8sQ2Fpcm8gR292ZXJub3JhdGUsRWd5cHQ=&hl=ar&gl=EG&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/d726d9c81d965ff5/627cff965b54ef20a59cee88.html,3.62,جفاف,ar,EG,71
0,627cff9b1d986e14d0eeaeec,Success,https://serpapi.com/searches/90095ef36c1721f7/627cff9b1d986e14d0eeaeec.json,2022-05-12 12:37:47 UTC,2022-05-12 12:37:47 UTC,https://www.google.com/search?q=Malnutrici%C3%B3n&oq=Malnutrici%C3%B3n&uule=w+CAIQICIgTWFkcmlkLENvbW11bml0eSBvZiBNYWRyaWQsU3BhaW4=&hl=es&gl=ES&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/90095ef36c1721f7/627cff9b1d986e14d0eeaeec.html,8.68,Malnutrición,es,ES,53
0,627cffa5fa8675e8bbaf4bf0,Success,https://serpapi.com/searches/f03c3f6620935996/627cffa5fa8675e8bbaf4bf0.json,2022-05-12 12:37:57 UTC,2022-05-12 12:37:57 UTC,https://www.google.com/search?q=Seguridad+alimentaria&oq=Seguridad+alimentaria&uule=w+CAIQICIgTWFkcmlkLENvbW11bml0eSBvZiBNYWRyaWQsU3BhaW4=&hl=es&gl=ES&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/f03c3f6620935996/627cffa5fa8675e8bbaf4bf0.html,4.64,Seguridad alimentaria,es,ES,54
0,627cffab9bddf70078c2144b,Success,https://serpapi.com/searches/9d4cba5e32a4b60f/627cffab9bddf70078c2144b.json,2022-05-12 12:38:03 UTC,2022-05-12 12:38:03 UTC,https://www.google.com/search?q=Calor%C3%ADa&oq=Calor%C3%ADa&uule=w+CAIQICIgTWFkcmlkLENvbW11bml0eSBvZiBNYWRyaWQsU3BhaW4=&hl=es&gl=ES&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/9d4cba5e32a4b60f/627cffab9bddf70078c2144b.html,7.13,Caloría,es,ES,56
0,627cffb45fc493a2daa7eaba,Success,https://serpapi.com/searches/7593d429ddce5723/627cffb45fc493a2daa7eaba.json,2022-05-12 12:38:12 UTC,2022-05-12 12:38:12 UTC,https://www.google.com/search?q=Energ%C3%ADa+renovable&oq=Energ%C3%ADa+renovable&uule=w+CAIQICIgTWFkcmlkLENvbW11bml0eSBvZiBNYWRyaWQsU3BhaW4=&hl=es&gl=ES&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/7593d429ddce5723/627cffb45fc493a2daa7eaba.html,2.1,Energía renovable,es,ES,58
0,627cffb8607393c0ca620534,Success,https://serpapi.com/searches/0a8f8a0129db77dc/627cffb8607393c0ca620534.json,2022-05-12 12:38:16 UTC,2022-05-12 12:38:16 UTC,https://www.google.com/search?q=Calentamiento+global&oq=Calentamiento+global&uule=w+CAIQICIgTWFkcmlkLENvbW11bml0eSBvZiBNYWRyaWQsU3BhaW4=&hl=es&gl=ES&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/0a8f8a0129db77dc/627cffb8607393c0ca620534.html,2.99,Calentamiento global,es,ES,59
0,627cffbc2c68781da48ec597,Success,https://serpapi.com/searches/e65eb0e05b14f96f/627cffbc2c68781da48ec597.json,2022-05-12 12:38:20 UTC,2022-05-12 12:38:20 UTC,https://www.google.com/search?q=Contaminaci%C3%B3n+del+suelo&oq=Contaminaci%C3%B3n+del+suelo&uule=w+CAIQICIgTWFkcmlkLENvbW11bml0eSBvZiBNYWRyaWQsU3BhaW4=&hl=es&gl=ES&sourceid=chrome&ie=UTF-8,https://serpapi.com/searches/e65eb0e05b14f96f/627cffbc2c68781da48ec597.html,12.7,Contaminación del suelo,es,ES,65
